CustomerID,Recency,Frequency,Monetary,Cluster_Final
12456.0,44,122,2581.04,0
12457.0,66,59,2040.67,0
12458.0,71,36,787.4,1
12461.0,155,34,626.88,1
12462.0,19,60,937.59,1
12463.0,53,79,1200.78,0
12464.0,10,22,955.13,1
12465.0,17,45,682.1899999999999,1
12468.0,188,36,657.54,1
12471.0,2,438,17388.329999999998,0
12472.0,32,332,6066.83,0
12473.0,54,160,2584.77,0
12474.0,17,406,6673.49,0
12475.0,54,35,669.38,1
12476.0,16,224,5895.1,0
12477.0,23,300,13153.78,0
12478.0,4,35,545.99,1
12479.0,11,30,473.2,1
12480.0,28,150,2733.83,0
12481.0,23,208,5002.54,0
12483.0,17,68,1910.98,0
12484.0,35,339,3939.32,0
12488.0,10,54,1241.46,0
12489.0,336,14,298.93,1
12490.0,5,235,4859.93,0
12491.0,39,25,424.40000000000003,1
12492.0,63,18,227.21,1
12493.0,166,20,379.42,1
12494.0,16,71,1084.1000000000001,0
12497.0,82,13,900.6,0
12498.0,21,21,349.70000000000005,1
12500.0,23,52,3349.22,0
12501.0,337,148,2025.07,0
12502.0,96,142,2991.63,0
12504.0,18,8,428.04999999999995,1
12506.0,233,23,73.5,1
12507.0,134,19,899.4100000000001,1
12508.0,26,68,397.88,0
12509.0,284,6,158.5,1
12510.0,143,31,814.5699999999999,1
12512.0,66,31,132.18,1
12513.0,113,34,558.29,1
12514.0,267,51,1017.68,1
12515.0,353,15,278.7,1
12516.0,78,24,1154.38,0
12517.0,28,276,2301.6,0
12518.0,1,119,1840.89,0
12519.0,64,16,276.84,1
12520.0,79,147,2345.94,0
12521.0,143,37,545.68,1
12522.0,39,10,156.72,1
12523.0,19,102,1691.08,0
12524.0,9,136,3792.84,0
12526.0,1,68,1172.66,1
12527.0,82,17,330.71000000000004,1
12528.0,9,86,1645.16,0
12530.0,60,62,1427.0,0
12531.0,15,17,111.9,1
12532.0,30,15,313.83000000000004,1
12534.0,131,62,978.86,1
12535.0,92,34,716.35,1
12536.0,59,259,4276.83,0
12538.0,29,21,363.95,1
12539.0,22,273,5566.11,0
12540.0,20,461,11564.36,0
12541.0,30,49,841.18,1
12544.0,36,18,316.7,1
12545.0,75,48,832.39,1
12546.0,47,67,1021.5,1
12547.0,198,6,151.79999999999998,1
12548.0,166,4,67.19999999999999,1
12550.0,79,56,824.83,1
12551.0,358,10,168.0,1
12552.0,40,19,317.82,1
12553.0,8,182,3278.28,0
12556.0,50,119,599.56,0
12557.0,16,33,5937.34,0
12558.0,8,11,269.96,1
12559.0,311,20,525.71,1
12560.0,5,103,1917.69,0
12561.0,303,16,238.85,1
12562.0,8,161,3383.18,0
12564.0,261,20,401.94,1
12565.0,289,9,145.92,1
12566.0,86,18,297.65,1
12567.0,23,438,8499.84,0
12569.0,2,157,3152.69,0
12571.0,40,34,519.61,1
12572.0,9,58,911.78,1
12573.0,227,28,160.54000000000002,1
12574.0,316,10,182.45000000000002,1
12576.0,36,88,1302.19,0
12577.0,35,145,622.65,0
12578.0,21,112,2402.51,0
12579.0,78,28,386.42,1
12580.0,247,23,379.7,1
12581.0,40,14,179.71,1
12582.0,239,20,351.36,1
12583.0,3,232,6605.82,0
12584.0,4,95,2249.9900000000002,0
12585.0,234,85,1757.86,0
12586.0,17,11,196.94000000000003,1
12587.0,8,3,104.0,1
12588.0,39,9,174.89999999999998,1
12589.0,29,33,574.68,1
12590.0,211,67,9016.26,0
12591.0,317,25,368.85,1
12592.0,92,16,401.6,1
12593.0,109,20,382.09999999999997,1
12594.0,38,114,3208.2200000000003,0
12596.0,51,25,450.27,1
12597.0,19,202,3194.24,0
12598.0,10,127,2807.08,0
12599.0,29,55,888.58,1
12600.0,29,54,2311.04,0
12601.0,190,23,463.74,1
12602.0,59,12,153.12,1
12603.0,22,1,613.1999999999999,1
12604.0,79,15,236.18,1
12607.0,60,101,1579.19,0
12609.0,78,57,964.85,1
12610.0,23,102,1746.26,0
12611.0,52,65,1121.32,1
12612.0,74,18,668.0400000000001,1
12613.0,57,149,3092.38,0
12614.0,278,20,315.6,1
12615.0,2,101,2093.19,0
12616.0,95,30,641.3,1
12617.0,29,41,352.98,1
12618.0,22,10,137.31,1
12619.0,16,82,2687.48,0
12620.0,15,91,1303.41,0
12621.0,2,449,11979.23,0
12622.0,232,10,162.1,1
12623.0,276,17,269.1,1
12624.0,106,36,569.13,1
12625.0,212,84,2413.82,0
12626.0,23,285,5954.48,0
12627.0,11,224,4078.21,0
12628.0,4,38,732.46,1
12630.0,10,62,1030.56,1
12631.0,57,30,480.5,1
12633.0,59,97,1823.98,0
12635.0,90,99,1509.18,0
12637.0,67,379,5764.94,0
12638.0,33,38,511.69,1
12639.0,239,21,366.1,1
12640.0,24,50,993.94,1
12641.0,115,9,145.9,1
12642.0,25,44,904.9399999999999,1
12643.0,128,18,2114.6,0
12644.0,130,31,477.91,1
12645.0,34,69,1631.18,0
12646.0,5,45,1346.97,0
12647.0,22,109,3130.54,0
12648.0,155,20,300.05,1
12649.0,107,29,568.87,1
12650.0,3,19,242.44000000000003,1
12651.0,335,9,114.0,1
12652.0,331,47,793.98,1
12653.0,149,43,2209.85,0
12654.0,11,34,529.98,1
12656.0,17,121,3617.57,0
12657.0,11,44,1301.18,0
12658.0,19,35,632.05,1
12659.0,30,4,73.68,1
12660.0,11,12,227.1,1
12662.0,1,220,3530.46,0
12664.0,8,28,4391.88,0
12665.0,325,2,45.0,1
12667.0,58,32,460.13,1
12668.0,12,157,3177.15,0
12669.0,151,98,1427.4099999999999,0
12670.0,10,87,2744.05,0
12672.0,330,10,225.89999999999998,1
12673.0,5,41,574.52,1
12674.0,39,79,1844.6,0
12676.0,25,39,1091.39,1
12678.0,42,156,13079.66,0
12679.0,59,44,951.02,1
12680.0,1,49,790.81,1
12681.0,15,616,12329.74,0
12682.0,4,495,10776.38,0
12683.0,4,331,7612.57,0
12684.0,8,98,2052.59,0
12685.0,28,151,2575.08,0
12686.0,372,6,71.14,1
12688.0,114,171,4649.0599999999995,0
12689.0,26,70,1139.61,0
12690.0,206,15,335.01,1
12691.0,28,27,927.8,1
12693.0,127,35,711.91,1
12694.0,70,35,761.67,1
12695.0,7,27,582.1,1
12697.0,29,38,757.59,1
12700.0,8,264,4525.99,0
12701.0,80,51,725.07,1
12702.0,20,11,201.0,1
12703.0,71,20,265.55,1
12704.0,7,81,1732.52,0
12705.0,15,328,6382.29,0
12707.0,292,33,603.42,1
12708.0,30,147,2442.91,0
12709.0,15,202,9400.52,0
12710.0,97,74,1023.02,1
12712.0,29,120,3919.76,0
12713.0,1,37,794.55,1
12714.0,9,254,4294.86,0
12715.0,106,19,263.36,1
12716.0,4,67,963.49,1
12717.0,151,53,807.66,1
12718.0,71,18,202.25,1
12719.0,5,37,572.95,1
12720.0,3,342,5082.97,0
12721.0,32,155,2385.17,0
12722.0,85,52,978.35,1
12723.0,4,68,705.47,1
12724.0,5,49,923.41,1
12725.0,371,23,371.8,1
12726.0,28,117,2393.62,0
12727.0,11,132,3440.7,0
12728.0,71,42,728.33,1
12729.0,114,25,417.01,1
12731.0,24,273,18039.85,0
12732.0,180,11,218.26000000000002,1
12733.0,234,22,383.95,1
12734.0,353,4,110.39999999999999,1
12735.0,315,41,689.5699999999999,1
12736.0,333,3,135.6,1
12738.0,372,10,137.35,1
12739.0,99,37,975.54,1
12740.0,64,27,427.6,1
12743.0,134,131,539.81,0
12744.0,56,215,8751.88,0
12747.0,2,103,4196.01,0
12748.0,1,4396,30508.02,2
12749.0,4,198,4040.88,0
12750.0,129,15,275.88,1
12752.0,81,53,4366.78,0
12753.0,23,197,21058.87,0
12754.0,236,63,972.38,1
12755.0,281,4,272.54999999999995,1
12756.0,87,4,112.07999999999998,1
12757.0,16,358,4096.83,0
12758.0,117,97,2791.59,0
12759.0,52,92,1410.16,0
12762.0,8,67,1659.32,0
12763.0,138,18,494.08,1
12764.0,317,45,1693.88,1
12766.0,4,306,6457.63,0
12769.0,239,32,1143.6,1
12770.0,211,12,1351.45,0
12772.0,60,54,752.47,1
12775.0,17,61,1280.72,0
12778.0,20,44,691.55,1
12779.0,38,149,3981.36,0
12781.0,64,24,786.74,1
12782.0,5,98,1938.92,0
12783.0,2,78,1295.87,0
12784.0,15,56,476.82,1
12785.0,364,13,255.63,1
12787.0,10,17,418.66,1
12789.0,65,3,49.89,1
12790.0,192,20,294.92,1
12791.0,374,1,177.60000000000002,1
12792.0,257,24,344.53999999999996,1
12793.0,335,22,461.48,1
12794.0,53,45,860.41,1
12795.0,19,13,318.48,1
12797.0,366,12,226.03,1
12798.0,10,8,835.12,0
12802.0,187,24,397.58,1
12808.0,37,27,455.65000000000003,1
12809.0,178,24,405.31,1
12811.0,262,28,458.85,1
12812.0,45,15,229.64000000000001,1
12814.0,102,1,85.92,1
12815.0,148,45,863.46,1
12816.0,96,27,428.56,1
12817.0,281,3,126.03999999999999,1
12818.0,262,13,879.2,1
12820.0,3,59,942.34,1
12821.0,214,6,92.72,1
12822.0,71,46,948.88,1
12823.0,75,5,1759.5,0
12824.0,60,25,397.12,1
12826.0,3,91,1474.72,0
12827.0,6,25,430.15000000000003,1
12828.0,3,56,1018.39,1
12829.0,337,11,224.07999999999998,1
12830.0,38,38,3541.12,0
12831.0,262,9,215.05,1
12832.0,32,27,383.03,1
12833.0,145,23,404.08,1
12834.0,283,18,312.38,1
12836.0,59,174,2607.16,0
12837.0,173,12,133.78,1
12838.0,34,120,671.63,0
12839.0,3,314,5591.42,0
12840.0,144,113,2726.77,0
12841.0,5,414,3989.98,0
12842.0,70,34,1070.62,1
12843.0,66,103,1702.26,0
12844.0,29,52,325.96000000000004,1
12845.0,267,27,290.29,1
12847.0,22,84,843.64,0
12849.0,31,46,992.65,1
12851.0,97,47,131.48999999999998,1
12852.0,295,17,311.55,1
12853.0,135,78,1957.1000000000001,0
12854.0,79,109,1316.25,0
12855.0,373,3,38.1,1
12856.0,8,311,2170.78,0
12857.0,211,46,1106.4,1
12863.0,52,5,521.2,1
12864.0,138,3,110.6,1
12865.0,26,95,1565.99,0
12866.0,283,25,499.12,1
12867.0,26,534,4009.34,0
12868.0,186,107,1607.0600000000002,0
12871.0,84,11,380.64,1
12872.0,327,66,599.97,1
12873.0,282,4,374.0,1
12875.0,143,2,34.0,1
12876.0,58,83,2053.02,0
12877.0,4,154,1535.77,0
12878.0,236,47,854.99,1
12879.0,45,10,573.22,1
12881.0,276,7,119.63,1
12882.0,9,13,1463.04,0
12883.0,25,42,703.15,1
12884.0,88,7,172.31,1
12885.0,63,71,1174.26,0
12886.0,68,82,1378.4,0
12888.0,214,5,354.12,1
12890.0,24,79,376.71999999999997,0
12891.0,186,3,110.0,1
12893.0,31,31,176.55,1
12895.0,42,22,372.8,1
12897.0,205,4,216.5,1
12901.0,9,116,6082.92,0
12902.0,265,10,138.04,1
12904.0,18,71,496.06,0
12906.0,12,63,2890.13,0
12908.0,176,2,125.0,1
12909.0,40,91,1773.24,0
12910.0,23,75,3075.04,0
12912.0,3,24,1662.3,0
12913.0,5,48,2453.63,0
12915.0,149,22,363.65,1
12916.0,139,103,2944.95,0
12917.0,128,2,594.0,1
12919.0,8,50,1335.19,0
12920.0,17,27,162.14,1
12921.0,9,720,16587.09,0
12922.0,161,28,405.38,1
12923.0,64,27,171.57,1
12924.0,88,29,879.11,1
12925.0,5,44,679.05,1
12928.0,35,84,2040.14,0
12929.0,312,8,117.85,1
12930.0,78,25,415.8,1
12931.0,22,82,12937.22,0
12933.0,24,106,607.53,0
12935.0,2,129,2160.7,0
12936.0,17,62,1063.9,1
12937.0,15,120,1504.27,0
12938.0,26,9,114.14,1
12939.0,64,47,9074.52,0
12940.0,55,96,896.37,0
12942.0,131,69,661.98,1
12944.0,36,30,604.51,1
12945.0,288,23,462.95,1
12947.0,144,97,1506.6100000000001,0
12948.0,16,116,2064.95,0
12949.0,31,215,4167.22,0
12950.0,2,23,1771.0,0
12951.0,9,63,1063.75,1
12952.0,6,79,1386.51,0
12953.0,10,17,321.48,1
12955.0,1,180,4757.16,0
12956.0,306,19,107.75,1
12957.0,10,238,4017.2200000000003,0
12962.0,7,16,266.39,1
12963.0,8,95,1856.63,0
12965.0,89,108,769.8100000000001,0
12966.0,10,10,160.18,1
12967.0,358,19,1501.06,1
12968.0,112,5,135.95,1
12970.0,7,129,405.47,0
12971.0,4,305,10685.27,0
12974.0,198,8,141.48000000000002,1
12976.0,212,22,738.6,1
12977.0,156,9,35.87,1
12980.0,158,20,4475.14,1
12981.0,30,20,372.21999999999997,1
12982.0,243,28,390.54,1
12984.0,19,4,97.5,1
12985.0,1,76,1220.38,0
12987.0,74,28,525.38,1
12988.0,292,83,505.82,1
12989.0,3,64,5441.71,0
12990.0,31,13,409.5,1
12991.0,23,31,503.76,1
12993.0,23,27,414.76,1
12994.0,4,61,974.4200000000001,1
12995.0,85,3,211.32,1
12997.0,22,59,1210.21,0
12999.0,196,28,455.88,1
13000.0,107,31,534.85,1
13001.0,4,337,9286.85,0
13002.0,318,7,120.94999999999999,1
13003.0,106,6,149.05,1
13004.0,12,404,5655.91,0
13005.0,174,26,513.7,1
13006.0,56,4,81.57,1
13008.0,323,14,229.46999999999997,1
13011.0,372,3,50.550000000000004,1
13012.0,9,88,1646.8400000000001,0
13013.0,1,219,4810.9400000000005,0
13014.0,11,109,3466.2799999999997,0
13015.0,53,175,3060.95,0
13016.0,73,47,788.61,1
13017.0,7,1,204.0,1
13018.0,16,458,7277.66,0
13021.0,4,131,2589.7400000000002,0
13023.0,64,38,599.9,1
13026.0,1,40,879.28,1
13027.0,114,26,1040.0,1
13028.0,23,45,661.3199999999999,1
13029.0,31,10,997.9,0
13030.0,11,92,745.78,0
13032.0,52,71,1010.18,1
13033.0,357,11,190.55,1
13034.0,55,37,642.77,1
13035.0,74,27,921.88,1
13037.0,138,48,881.07,1
13038.0,80,28,908.46,1
13040.0,9,43,676.99,1
13043.0,273,13,516.42,1
13044.0,291,33,560.47,1
13045.0,99,18,305.28000000000003,1
13046.0,31,35,560.94,1
13047.0,57,171,3232.59,0
13048.0,14,135,1819.41,0
13049.0,64,14,656.6800000000001,1
13050.0,15,402,5809.79,0
13052.0,212,18,348.15000000000003,1
13055.0,78,76,1214.41,0
13058.0,25,8,271.40000000000003,1
13059.0,250,8,183.4,1
13060.0,254,15,307.53,1
13061.0,72,10,248.61,1
13062.0,191,10,292.5,1
13064.0,13,68,1102.27,1
13065.0,373,14,205.86,1
13066.0,24,48,464.16,1
13067.0,82,15,115.46000000000001,1
13068.0,10,2,344.0,1
13069.0,1,424,4115.64,0
13070.0,192,9,228.8,1
13072.0,267,7,177.15,1
13075.0,130,22,919.61,1
13077.0,1,111,728.02,0
13078.0,3,358,12064.94,0
13079.0,4,6,220.10000000000002,1
13080.0,179,6,58.08,1
13081.0,12,1024,28288.66,0
13082.0,126,73,2252.59,0
13083.0,4,18,303.43,1
13085.0,158,22,416.08000000000004,1
13089.0,3,1814,57306.36,2
13090.0,9,154,8893.26,0
13091.0,28,21,345.82,1
13092.0,71,25,477.83,1
13093.0,276,159,7825.75,0
13094.0,21,24,1834.0400000000002,0
13095.0,71,6,74.39999999999999,1
13097.0,33,421,5997.78,0
13098.0,1,572,28011.4,0
13099.0,99,1,72.0,1
13101.0,234,8,101.19,1
13102.0,1,304,6345.33,0
13103.0,40,8,243.94,1
13104.0,3,20,1098.48,0
13106.0,133,1,76.5,1
13107.0,44,58,1531.6200000000001,0
13108.0,373,10,350.06,1
13109.0,60,47,786.54,1
13110.0,31,145,1488.03,0
13113.0,1,200,11395.960000000001,0
13115.0,12,120,2248.14,0
13116.0,138,30,501.14,1
13117.0,22,76,965.59,0
13118.0,20,79,1189.44,0
13120.0,239,1,30.599999999999998,1
13121.0,269,50,283.73,1
13122.0,94,55,922.39,1
13124.0,90,222,3736.37,0
13126.0,5,140,2096.0,0
13127.0,78,15,259.17,1
13130.0,94,2,64.0,1
13131.0,23,44,1073.3,1
13132.0,262,3,77.3,1
13133.0,274,7,109.8,1
13134.0,86,98,1793.58,0
13135.0,197,1,72.0,1
13136.0,56,127,2607.61,0
13137.0,11,687,3603.29,0
13138.0,22,63,962.39,1
13139.0,16,170,5064.94,0
13140.0,108,45,422.47,1
13141.0,85,135,2388.75,0
13142.0,19,23,307.09,1
13144.0,333,3,110.95,1
13145.0,40,6,340.15000000000003,1
13146.0,26,17,228.91,1
13147.0,10,4,712.8000000000001,1
13148.0,29,312,3678.34,0
13149.0,14,86,1676.06,0
13151.0,296,74,1248.59,1
13153.0,6,15,486.22,1
13155.0,33,85,971.76,0
13157.0,49,87,1741.22,0
13158.0,95,79,1201.06,0
13159.0,9,120,1429.35,0
13160.0,22,4,91.8,1
13161.0,313,8,112.75,1
13162.0,122,79,1688.29,0
13165.0,46,42,1021.48,1
13166.0,283,41,417.2,1
13167.0,19,64,766.57,1
13168.0,36,126,1299.59,0
13169.0,64,13,712.88,1
13170.0,27,30,108.81,1
13171.0,22,46,434.99,1
13173.0,4,43,353.65,1
13174.0,16,292,2686.81,0
13176.0,46,67,481.17,0
13177.0,65,17,282.45,1
13178.0,26,265,5725.47,0
13182.0,45,11,121.18,1
13183.0,8,94,3957.78,0
13184.0,15,178,1661.79,0
13185.0,268,1,71.4,1
13186.0,40,79,1575.89,0
13187.0,337,37,236.02,1
13188.0,11,1,99.60000000000001,1
13189.0,19,29,260.68,1
13192.0,95,63,911.94,1
13193.0,61,25,111.76,1
13194.0,136,3,60.7,1
13196.0,11,110,1773.82,0
13198.0,10,226,3354.6,0
13199.0,4,118,8649.24,0
13200.0,19,46,870.09,1
13203.0,10,57,846.14,1
13207.0,15,8,250.26000000000002,1
13208.0,59,145,1179.87,0
13209.0,30,321,5890.97,0
13210.0,94,22,353.48,1
13211.0,10,55,1095.42,1
13212.0,20,141,770.09,0
13213.0,57,90,1503.94,0
13216.0,268,5,333.74,1
13217.0,122,4,533.98,1
13218.0,127,5,62.63999999999999,1
13220.0,78,21,819.2900000000001,1
13221.0,240,65,844.86,1
13223.0,200,5,163.20000000000002,1
13224.0,60,107,2126.27,0
13225.0,3,32,5385.32,0
13226.0,273,16,108.21000000000001,1
13227.0,202,9,257.7,1
13228.0,81,2,358.0,1
13229.0,226,10,160.95,1
13230.0,4,586,2728.14,0
13232.0,13,201,1326.15,0
13233.0,74,43,605.12,1
13235.0,212,58,1030.43,1
13236.0,25,36,744.85,1
13238.0,17,31,692.36,1
13239.0,262,21,329.56,1
13240.0,96,66,648.7,1
13242.0,112,13,270.40000000000003,1
13243.0,203,57,585.12,1
13244.0,93,27,121.74000000000001,1
13245.0,51,16,430.5,1
13246.0,18,136,1903.52,0
13247.0,18,25,501.12,1
13248.0,125,26,465.68,1
13249.0,92,23,618.13,1
13253.0,157,36,940.16,1
13255.0,9,13,399.51,1
13258.0,12,36,672.83,1
13259.0,62,81,283.18,0
13260.0,61,8,557.62,1
13261.0,269,9,944.1,1
13262.0,263,11,200.29,1
13263.0,1,1662,7411.05,0
13265.0,53,90,2005.02,0
13266.0,11,187,3692.46,0
13267.0,3,211,4521.49,0
13268.0,18,432,3129.39,0
13269.0,1,315,5343.28,0
13270.0,366,1,295.0,1
13271.0,37,87,211.49,0
13272.0,31,15,276.56,1
13273.0,113,16,138.98,1
13276.0,64,30,590.9300000000001,1
13277.0,16,8,258.4,1
13278.0,41,46,542.73,1
13279.0,78,9,137.75,1
13280.0,122,82,798.46,0
13282.0,18,37,1132.14,0
13283.0,60,7,93.66,1
13284.0,331,13,201.19,1
13285.0,23,187,2708.16,0
13291.0,156,42,361.11,1
13292.0,39,31,578.9399999999999,1
13294.0,190,54,873.74,1
13295.0,360,10,201.20000000000002,1
13296.0,137,5,87.4,1
13297.0,8,59,2089.85,0
13298.0,1,2,360.0,1
13299.0,268,5,142.5,1
13300.0,169,20,371.89,1
13301.0,104,80,600.19,0
13302.0,155,1,63.75,1
13304.0,351,21,300.42,1
13305.0,4,81,2000.86,0
13307.0,120,1,15.0,1
13308.0,23,54,1346.03,0
13309.0,7,107,1456.79,0
13310.0,28,72,1132.03,0
13311.0,4,26,598.25,1
13313.0,22,78,1555.32,0
13314.0,2,62,775.94,1
13316.0,37,86,4917.41,0
13317.0,66,124,2270.36,0
13318.0,1,20,640.76,1
13319.0,5,476,10842.99,0
13320.0,78,105,1532.2,0
13321.0,72,11,480.36,1
13322.0,17,25,199.48000000000002,1
13323.0,3,21,787.85,1
13324.0,36,75,6405.71,0
13325.0,82,12,675.3,1
13327.0,39,108,3627.77,0
13328.0,316,17,1227.08,1
13329.0,32,17,789.0,1
13330.0,93,53,1140.93,1
13332.0,14,21,350.9,1
13334.0,82,265,3502.32,0
13336.0,77,51,795.12,1
13338.0,158,17,422.02,1
13339.0,201,54,859.48,1
13340.0,45,134,10111.04,0
13341.0,261,42,775.53,1
13343.0,178,18,303.43,1
13344.0,68,116,2189.03,0
13345.0,288,19,339.5,1
13347.0,70,7,291.36,1
13348.0,64,14,233.76,1
13349.0,11,15,197.32,1
13350.0,16,38,845.8,1
13351.0,66,15,323.94,1
13352.0,60,23,347.97999999999996,1
13354.0,71,51,743.53,1
13355.0,122,32,674.7,1
13356.0,80,42,767.92,1
13357.0,257,89,609.4,1
13358.0,269,28,389.03,1
13359.0,64,22,389.56,1
13362.0,9,166,3090.7400000000002,0
13363.0,18,58,892.5,1
13364.0,71,10,134.95999999999998,1
13365.0,34,128,2224.09,0
13366.0,50,1,39.0,1
13368.0,257,28,572.76,1
13369.0,366,13,258.28000000000003,1
13370.0,372,39,754.87,1
13372.0,90,22,328.64,1
13373.0,61,158,3312.25,0
13375.0,89,37,778.65,1
13376.0,99,50,869.76,1
13379.0,26,97,572.56,0
13381.0,32,172,3639.31,0
13382.0,281,15,222.99,1
13384.0,31,152,3968.61,0
13385.0,330,35,517.93,1
13388.0,131,35,643.78,1
13389.0,11,50,782.96,1
13390.0,75,13,544.08,1
13391.0,204,1,59.8,1
13394.0,2,155,2520.02,0
13395.0,185,21,307.08,1
13396.0,29,43,1352.6200000000001,0
13397.0,73,38,1544.13,0
13398.0,192,26,457.34,1
13402.0,127,39,621.23,1
13403.0,18,3,75.0,1
13404.0,1,11,252.49,1
13405.0,204,25,557.45,1
13408.0,2,478,27508.72,0
13410.0,24,28,1003.06,1
13411.0,107,18,213.55,1
13414.0,134,24,705.5,1
13416.0,44,19,712.5,1
13417.0,5,28,640.83,1
13418.0,12,304,5910.37,0
13419.0,64,16,221.06,1
13420.0,150,8,159.85,1
13421.0,40,101,1823.21,0
13422.0,64,127,2626.3,0
13425.0,108,77,1609.21,0
13426.0,1,157,3641.32,0
13427.0,19,29,582.6,1
13428.0,10,71,201.78,0
13429.0,11,67,1006.8,1
13430.0,19,49,679.45,1
13431.0,67,46,1269.1,0
13434.0,74,10,534.24,1
13435.0,5,101,3790.85,0
13436.0,2,12,196.57,1
13437.0,14,167,3373.54,0
13439.0,255,54,283.71,1
13441.0,92,13,296.64,1
13447.0,23,59,1129.1200000000001,1
13448.0,17,194,3534.37,0
13449.0,24,19,291.88,1
13450.0,27,71,2012.04,0
13451.0,26,433,2898.2599999999998,0
13452.0,259,2,33.26,1
13453.0,166,17,356.97999999999996,1
13455.0,25,46,1058.34,1
13456.0,18,62,1751.0800000000002,0
13458.0,7,382,9646.57,0
13460.0,29,17,183.44,1
13461.0,39,27,1445.0,0
13462.0,253,9,151.5,1
13464.0,58,41,674.36,1
13466.0,184,17,307.9,1
13467.0,11,98,1071.91,0
13468.0,2,302,5704.65,0
13470.0,99,10,165.0,1
13471.0,1,254,2501.2,0
13473.0,61,21,422.64,1
13474.0,236,62,226.84,1
13475.0,191,86,1423.46,0
13476.0,179,58,1021.41,1
13477.0,38,79,1454.58,0
13479.0,201,15,300.95,1
13481.0,46,109,1804.56,0
13482.0,232,11,184.64,1
13483.0,66,10,140.34,1
13484.0,241,8,313.8,1
13485.0,233,23,454.24,1
13486.0,78,69,1122.41,1
13487.0,58,34,575.4,1
13488.0,17,422,8925.94,0
13489.0,105,14,346.12,1
13491.0,52,86,1215.18,0
13492.0,136,50,1269.84,1
13493.0,275,6,455.35,1
13494.0,312,18,316.26000000000005,1
13495.0,8,48,2044.8700000000001,0
13496.0,11,35,653.33,1
13497.0,283,19,348.05,1
13499.0,18,42,1105.75,1
13500.0,23,65,1166.77,1
13501.0,288,52,1340.32,1
13502.0,17,18,292.0,1
13503.0,71,17,216.85,1
13504.0,64,22,295.93,1
13505.0,73,211,3633.63,0
13506.0,316,26,458.52,1
13507.0,3,162,2479.16,0
13508.0,244,12,110.97,1
13509.0,9,43,941.84,1
13510.0,1,115,1791.56,0
13512.0,261,15,251.21,1
13513.0,127,10,205.1,1
13514.0,74,3,112.30000000000001,1
13515.0,73,59,891.12,1
13516.0,21,43,1188.41,0
13517.0,60,141,2128.42,0
