Iter 10/5000 | Loss: 452.146 | Return: -27.358 | Entropy: 7.823
Iter 660/5000 | Loss: 346.455 | Return: -45.327 | Entropy: 7.822
Iter 670/5000 | Loss: 444.169 | Return: -48.648 | Entropy: 7.822
Iter 680/5000 | Loss: 377.372 | Return: -46.682 | Entropy: 7.822
Iter 690/5000 | Loss: 376.810 | Return: -46.448 | Entropy: 7.823
Iter 700/5000 | Loss: 382.801 | Return: -47.108 | Entropy: 7.823
Iter 710/5000 | Loss: 409.452 | Return: -47.463 | Entropy: 7.823
Iter 720/5000 | Loss: 365.399 | Return: -47.524 | Entropy: 7.823
Iter 730/5000 | Loss: 433.229 | Return: -49.544 | Entropy: 7.822
Iter 740/5000 | Loss: 322.086 | Return: -47.043 | Entropy: 7.823
Iter 750/5000 | Loss: 352.785 | Return: -47.515 | Entropy: 7.822
Iter 760/5000 | Loss: 382.146 | Return: -48.058 | Entropy: 7.822
Iter 770/5000 | Loss: 259.874 | Return: -45.823 | Entropy: 7.823
Iter 780/5000 | Loss: 344.617 | Return: -48.774 | Entropy: 7.822
Iter 790/5000 | Loss: 307.164 | Return: -48.124 | Entropy: 7.822
Iter 800/5000 | Loss: 383.402 | Return: -51.328 | Entropy: 7.822
Iter 810/5000 | Loss: 434.594 | Return: -52.911 | Entropy: 7.822
Iter 820/5000 | Loss: 386.096 | Return: -51.730 | Entropy: 7.823
Iter 830/5000 | Loss: 360.586 | Return: -51.041 | Entropy: 7.823
Iter 840/5000 | Loss: 429.325 | Return: -53.865 | Entropy: 7.823
Iter 850/5000 | Loss: 328.120 | Return: -51.819 | Entropy: 7.822
Iter 860/5000 | Loss: 333.555 | Return: -51.935 | Entropy: 7.822
Iter 870/5000 | Loss: 453.716 | Return: -56.793 | Entropy: 7.822
Iter 880/5000 | Loss: 353.955 | Return: -54.019 | Entropy: 7.823
Iter 890/5000 | Loss: 463.598 | Return: -58.849 | Entropy: 7.823
Iter 900/5000 | Loss: 402.036 | Return: -57.494 | Entropy: 7.823
Iter 910/5000 | Loss: 283.933 | Return: -52.714 | Entropy: 7.823
Iter 920/5000 | Loss: 351.725 | Return: -55.323 | Entropy: 7.823
Iter 930/5000 | Loss: 403.242 | Return: -58.139 | Entropy: 7.823
Iter 940/5000 | Loss: 488.622 | Return: -60.331 | Entropy: 7.823
Iter 950/5000 | Loss: 411.677 | Return: -59.148 | Entropy: 7.823
Iter 960/5000 | Loss: 333.983 | Return: -56.214 | Entropy: 7.823
Iter 970/5000 | Loss: 305.879 | Return: -56.071 | Entropy: 7.823
Iter 980/5000 | Loss: 215.743 | Return: -52.465 | Entropy: 7.823
Iter 990/5000 | Loss: 423.113 | Return: -61.730 | Entropy: 7.823
Iter 1000/5000 | Loss: 291.917 | Return: -56.647 | Entropy: 7.823
Iter 1010/5000 | Loss: 325.647 | Return: -58.406 | Entropy: 7.823
Iter 1020/5000 | Loss: 286.507 | Return: -57.924 | Entropy: 7.823
Iter 1030/5000 | Loss: 306.525 | Return: -58.805 | Entropy: 7.823
Iter 1040/5000 | Loss: 465.877 | Return: -65.006 | Entropy: 7.823
Iter 1050/5000 | Loss: 363.874 | Return: -61.259 | Entropy: 7.823
Iter 1060/5000 | Loss: 255.810 | Return: -57.981 | Entropy: 7.823
Iter 1070/5000 | Loss: 293.649 | Return: -60.585 | Entropy: 7.823
Iter 1080/5000 | Loss: 364.383 | Return: -62.665 | Entropy: 7.823
Iter 1090/5000 | Loss: 296.621 | Return: -61.344 | Entropy: 7.823
Iter 1100/5000 | Loss: 286.034 | Return: -61.699 | Entropy: 7.823
Iter 1110/5000 | Loss: 416.194 | Return: -67.132 | Entropy: 7.823
Iter 1120/5000 | Loss: 320.342 | Return: -63.988 | Entropy: 7.823
Iter 1130/5000 | Loss: 254.456 | Return: -62.069 | Entropy: 7.823
Iter 1140/5000 | Loss: 302.622 | Return: -65.044 | Entropy: 7.823
Iter 1150/5000 | Loss: 289.716 | Return: -64.194 | Entropy: 7.823
Iter 1160/5000 | Loss: 388.700 | Return: -68.172 | Entropy: 7.822
Iter 1170/5000 | Loss: 351.489 | Return: -67.980 | Entropy: 7.822
Iter 1180/5000 | Loss: 297.311 | Return: -66.422 | Entropy: 7.822
Iter 1190/5000 | Loss: 336.983 | Return: -67.611 | Entropy: 7.822
Iter 1200/5000 | Loss: 343.799 | Return: -67.499 | Entropy: 7.822
Iter 1210/5000 | Loss: 307.754 | Return: -68.362 | Entropy: 7.822
Iter 1220/5000 | Loss: 260.178 | Return: -66.367 | Entropy: 7.822
Iter 1230/5000 | Loss: 308.972 | Return: -69.576 | Entropy: 7.823
Iter 1240/5000 | Loss: 315.663 | Return: -69.926 | Entropy: 7.822
Iter 1250/5000 | Loss: 388.405 | Return: -73.345 | Entropy: 7.822
Iter 1260/5000 | Loss: 298.450 | Return: -70.077 | Entropy: 7.822
Iter 1270/5000 | Loss: 333.000 | Return: -71.831 | Entropy: 7.822
Iter 1280/5000 | Loss: 269.001 | Return: -70.438 | Entropy: 7.822
Iter 1290/5000 | Loss: 296.053 | Return: -72.004 | Entropy: 7.823
Iter 1300/5000 | Loss: 399.641 | Return: -75.136 | Entropy: 7.823
Iter 1310/5000 | Loss: 306.748 | Return: -73.210 | Entropy: 7.823
Iter 1320/5000 | Loss: 198.407 | Return: -69.220 | Entropy: 7.823
Iter 1330/5000 | Loss: 271.934 | Return: -72.260 | Entropy: 7.823
Iter 1340/5000 | Loss: 191.635 | Return: -70.808 | Entropy: 7.823
Iter 1350/5000 | Loss: 240.149 | Return: -72.366 | Entropy: 7.823
Iter 1360/5000 | Loss: 301.902 | Return: -75.585 | Entropy: 7.822
Iter 1370/5000 | Loss: 253.611 | Return: -74.073 | Entropy: 7.823
Iter 1380/5000 | Loss: 289.797 | Return: -76.144 | Entropy: 7.822
Iter 1390/5000 | Loss: 292.645 | Return: -77.219 | Entropy: 7.823
Iter 1400/5000 | Loss: 252.104 | Return: -75.759 | Entropy: 7.823
Iter 1410/5000 | Loss: 341.543 | Return: -78.645 | Entropy: 7.823
Iter 1420/5000 | Loss: 264.825 | Return: -77.816 | Entropy: 7.823
Iter 1430/5000 | Loss: 308.062 | Return: -80.026 | Entropy: 7.823
Iter 1440/5000 | Loss: 242.648 | Return: -78.224 | Entropy: 7.823
Iter 1450/5000 | Loss: 281.530 | Return: -79.634 | Entropy: 7.823
Iter 1460/5000 | Loss: 290.071 | Return: -81.416 | Entropy: 7.823
Iter 1470/5000 | Loss: 269.323 | Return: -80.701 | Entropy: 7.823
Iter 1480/5000 | Loss: 311.613 | Return: -82.308 | Entropy: 7.823
Iter 1490/5000 | Loss: 251.603 | Return: -81.014 | Entropy: 7.822
Iter 1500/5000 | Loss: 232.217 | Return: -80.240 | Entropy: 7.823
Iter 1510/5000 | Loss: 273.975 | Return: -83.573 | Entropy: 7.823
Iter 1520/5000 | Loss: 210.066 | Return: -80.844 | Entropy: 7.823
Iter 1530/5000 | Loss: 246.596 | Return: -83.597 | Entropy: 7.822
Iter 1540/5000 | Loss: 258.406 | Return: -84.491 | Entropy: 7.823
Iter 1550/5000 | Loss: 167.351 | Return: -80.998 | Entropy: 7.822
Iter 1560/5000 | Loss: 237.855 | Return: -85.273 | Entropy: 7.822
Iter 1570/5000 | Loss: 267.730 | Return: -86.784 | Entropy: 7.823
Iter 1580/5000 | Loss: 207.680 | Return: -85.247 | Entropy: 7.823
Iter 1590/5000 | Loss: 254.911 | Return: -85.818 | Entropy: 7.822
Iter 1600/5000 | Loss: 228.870 | Return: -86.871 | Entropy: 7.823
Iter 1610/5000 | Loss: 214.069 | Return: -86.861 | Entropy: 7.823
Iter 1620/5000 | Loss: 204.267 | Return: -85.655 | Entropy: 7.822
Iter 1630/5000 | Loss: 210.045 | Return: -88.253 | Entropy: 7.822
Iter 1640/5000 | Loss: 351.401 | Return: -94.112 | Entropy: 7.823
Iter 1650/5000 | Loss: 159.213 | Return: -85.649 | Entropy: 7.823
Iter 1660/5000 | Loss: 234.714 | Return: -90.036 | Entropy: 7.822
Iter 1670/5000 | Loss: 235.456 | Return: -91.564 | Entropy: 7.822
Iter 1680/5000 | Loss: 309.335 | Return: -95.446 | Entropy: 7.822
Iter 1690/5000 | Loss: 296.734 | Return: -94.511 | Entropy: 7.822
Iter 1700/5000 | Loss: 126.522 | Return: -86.774 | Entropy: 7.822
Iter 1710/5000 | Loss: 173.661 | Return: -90.531 | Entropy: 7.822
Iter 1720/5000 | Loss: 201.556 | Return: -92.477 | Entropy: 7.822
Iter 1730/5000 | Loss: 188.962 | Return: -91.836 | Entropy: 7.823
Iter 1740/5000 | Loss: 210.374 | Return: -94.352 | Entropy: 7.823
Iter 1750/5000 | Loss: 257.204 | Return: -96.571 | Entropy: 7.823
Iter 1760/5000 | Loss: 230.922 | Return: -97.245 | Entropy: 7.823
Iter 1770/5000 | Loss: 211.237 | Return: -96.817 | Entropy: 7.823
Iter 1780/5000 | Loss: 207.304 | Return: -96.838 | Entropy: 7.823
Iter 1790/5000 | Loss: 160.962 | Return: -94.532 | Entropy: 7.823
Iter 1800/5000 | Loss: 144.760 | Return: -94.640 | Entropy: 7.823
Iter 1810/5000 | Loss: 178.667 | Return: -96.833 | Entropy: 7.823
Iter 1820/5000 | Loss: 183.308 | Return: -98.306 | Entropy: 7.823
Iter 1830/5000 | Loss: 207.078 | Return: -99.818 | Entropy: 7.823
Iter 1840/5000 | Loss: 268.634 | Return: -103.102 | Entropy: 7.823
Iter 1850/5000 | Loss: 170.979 | Return: -100.026 | Entropy: 7.822
Iter 1860/5000 | Loss: 202.309 | Return: -100.690 | Entropy: 7.822
Iter 1870/5000 | Loss: 209.998 | Return: -101.303 | Entropy: 7.822
Iter 1880/5000 | Loss: 181.331 | Return: -102.096 | Entropy: 7.823
Iter 1890/5000 | Loss: 240.081 | Return: -104.760 | Entropy: 7.822
Iter 1900/5000 | Loss: 186.492 | Return: -103.164 | Entropy: 7.823
Iter 1910/5000 | Loss: 176.242 | Return: -103.259 | Entropy: 7.823
Iter 1920/5000 | Loss: 145.128 | Return: -101.583 | Entropy: 7.823
Iter 1930/5000 | Loss: 205.960 | Return: -105.419 | Entropy: 7.823
Iter 1940/5000 | Loss: 231.483 | Return: -107.816 | Entropy: 7.823
Iter 1950/5000 | Loss: 222.278 | Return: -107.415 | Entropy: 7.823
Iter 1960/5000 | Loss: 180.905 | Return: -107.491 | Entropy: 7.823
Iter 1970/5000 | Loss: 165.747 | Return: -106.516 | Entropy: 7.823
Iter 1980/5000 | Loss: 224.171 | Return: -110.473 | Entropy: 7.823
Iter 1990/5000 | Loss: 154.873 | Return: -107.484 | Entropy: 7.823
Iter 2000/5000 | Loss: 168.002 | Return: -109.659 | Entropy: 7.823
Iter 2010/5000 | Loss: 149.411 | Return: -109.083 | Entropy: 7.823
Iter 2020/5000 | Loss: 114.019 | Return: -107.179 | Entropy: 7.823
Iter 2030/5000 | Loss: 192.231 | Return: -111.710 | Entropy: 7.823
Iter 2040/5000 | Loss: 114.044 | Return: -107.964 | Entropy: 7.822
Iter 2050/5000 | Loss: 190.299 | Return: -113.055 | Entropy: 7.823
Iter 2060/5000 | Loss: 133.522 | Return: -111.486 | Entropy: 7.823
Iter 2070/5000 | Loss: 209.181 | Return: -116.165 | Entropy: 7.823
Iter 2080/5000 | Loss: 172.597 | Return: -115.270 | Entropy: 7.823
Iter 2090/5000 | Loss: 118.275 | Return: -111.625 | Entropy: 7.823
Iter 2100/5000 | Loss: 174.653 | Return: -115.543 | Entropy: 7.823
Iter 2110/5000 | Loss: 115.399 | Return: -113.814 | Entropy: 7.823
Iter 2120/5000 | Loss: 150.587 | Return: -116.783 | Entropy: 7.823
Iter 2130/5000 | Loss: 187.983 | Return: -119.024 | Entropy: 7.823
Iter 2140/5000 | Loss: 168.701 | Return: -117.419 | Entropy: 7.823
Iter 2150/5000 | Loss: 132.429 | Return: -117.655 | Entropy: 7.823
Iter 2160/5000 | Loss: 123.081 | Return: -118.071 | Entropy: 7.823
Iter 2170/5000 | Loss: 159.188 | Return: -119.231 | Entropy: 7.823
Iter 2180/5000 | Loss: 129.580 | Return: -119.009 | Entropy: 7.823
Iter 2190/5000 | Loss: 162.898 | Return: -121.147 | Entropy: 7.822
Iter 2200/5000 | Loss: 145.303 | Return: -122.383 | Entropy: 7.822
Iter 2210/5000 | Loss: 130.829 | Return: -122.071 | Entropy: 7.822
Iter 2220/5000 | Loss: 140.847 | Return: -122.341 | Entropy: 7.823
Iter 2230/5000 | Loss: 130.215 | Return: -122.945 | Entropy: 7.823
Iter 2240/5000 | Loss: 167.161 | Return: -126.134 | Entropy: 7.822
Iter 2250/5000 | Loss: 118.775 | Return: -124.047 | Entropy: 7.822
Iter 2260/5000 | Loss: 124.924 | Return: -124.676 | Entropy: 7.822
Iter 2270/5000 | Loss: 149.433 | Return: -125.911 | Entropy: 7.822
Iter 2280/5000 | Loss: 129.550 | Return: -126.241 | Entropy: 7.823
Iter 2290/5000 | Loss: 68.730 | Return: -122.872 | Entropy: 7.822
Iter 2300/5000 | Loss: 152.889 | Return: -129.193 | Entropy: 7.822
Iter 2310/5000 | Loss: 163.495 | Return: -130.574 | Entropy: 7.823
Iter 2320/5000 | Loss: 104.589 | Return: -127.295 | Entropy: 7.822
Iter 2330/5000 | Loss: 122.115 | Return: -129.386 | Entropy: 7.822
Iter 2340/5000 | Loss: 138.610 | Return: -131.022 | Entropy: 7.822
Iter 2350/5000 | Loss: 108.057 | Return: -129.822 | Entropy: 7.823
Iter 2360/5000 | Loss: 205.734 | Return: -136.008 | Entropy: 7.823
Iter 2370/5000 | Loss: 110.750 | Return: -132.719 | Entropy: 7.823
Iter 2380/5000 | Loss: 75.992 | Return: -130.639 | Entropy: 7.823
Iter 2390/5000 | Loss: 187.653 | Return: -136.998 | Entropy: 7.823
Iter 2400/5000 | Loss: 149.598 | Return: -136.809 | Entropy: 7.823
Iter 2410/5000 | Loss: 61.602 | Return: -131.133 | Entropy: 7.823
Iter 2420/5000 | Loss: 137.152 | Return: -136.911 | Entropy: 7.823
Iter 2430/5000 | Loss: 121.075 | Return: -137.754 | Entropy: 7.823
Iter 2440/5000 | Loss: 127.694 | Return: -137.913 | Entropy: 7.823
Iter 2450/5000 | Loss: 95.063 | Return: -136.380 | Entropy: 7.823
Iter 2460/5000 | Loss: 55.348 | Return: -134.254 | Entropy: 7.823
Iter 2470/5000 | Loss: 99.820 | Return: -139.237 | Entropy: 7.823
Iter 2480/5000 | Loss: 163.472 | Return: -143.685 | Entropy: 7.823
Iter 2490/5000 | Loss: 114.802 | Return: -141.646 | Entropy: 7.823
Iter 2500/5000 | Loss: 93.085 | Return: -140.510 | Entropy: 7.823
Iter 2510/5000 | Loss: 70.532 | Return: -140.169 | Entropy: 7.823
Iter 2520/5000 | Loss: 79.587 | Return: -140.851 | Entropy: 7.823
Iter 2530/5000 | Loss: 139.965 | Return: -146.316 | Entropy: 7.823
Iter 2540/5000 | Loss: 112.751 | Return: -145.084 | Entropy: 7.823
Iter 2550/5000 | Loss: 76.127 | Return: -143.490 | Entropy: 7.823
Iter 2560/5000 | Loss: 102.062 | Return: -145.476 | Entropy: 7.823
Iter 2570/5000 | Loss: 116.760 | Return: -147.376 | Entropy: 7.823
Iter 2580/5000 | Loss: 100.305 | Return: -147.544 | Entropy: 7.823
Iter 2590/5000 | Loss: 92.684 | Return: -145.985 | Entropy: 7.823
Iter 2600/5000 | Loss: 104.401 | Return: -148.970 | Entropy: 7.823
Iter 2610/5000 | Loss: 93.095 | Return: -149.395 | Entropy: 7.823
Iter 2620/5000 | Loss: 110.441 | Return: -149.877 | Entropy: 7.822
Iter 2630/5000 | Loss: 64.365 | Return: -148.288 | Entropy: 7.822
Iter 2640/5000 | Loss: 82.961 | Return: -149.160 | Entropy: 7.823
Iter 2650/5000 | Loss: 64.935 | Return: -149.639 | Entropy: 7.823
Iter 2660/5000 | Loss: 108.304 | Return: -154.105 | Entropy: 7.823
Iter 2670/5000 | Loss: 79.600 | Return: -152.637 | Entropy: 7.823
Iter 2680/5000 | Loss: 42.056 | Return: -151.219 | Entropy: 7.823
Iter 2690/5000 | Loss: 63.438 | Return: -153.314 | Entropy: 7.823
Iter 2700/5000 | Loss: 60.851 | Return: -153.501 | Entropy: 7.823
Iter 2710/5000 | Loss: 36.480 | Return: -151.996 | Entropy: 7.822
Iter 2720/5000 | Loss: 85.351 | Return: -156.794 | Entropy: 7.822
Iter 2730/5000 | Loss: 66.076 | Return: -155.516 | Entropy: 7.823
Iter 2740/5000 | Loss: 37.018 | Return: -154.801 | Entropy: 7.822
Iter 2750/5000 | Loss: 52.797 | Return: -156.119 | Entropy: 7.823
Iter 2760/5000 | Loss: 61.251 | Return: -158.167 | Entropy: 7.822
Iter 2770/5000 | Loss: 49.435 | Return: -157.238 | Entropy: 7.822
Iter 2780/5000 | Loss: 55.282 | Return: -159.302 | Entropy: 7.823
Iter 2790/5000 | Loss: 69.291 | Return: -161.325 | Entropy: 7.822
Iter 2800/5000 | Loss: 92.208 | Return: -165.843 | Entropy: 7.822
Iter 2810/5000 | Loss: 61.067 | Return: -161.289 | Entropy: 7.822
Iter 2820/5000 | Loss: 66.350 | Return: -165.215 | Entropy: 7.823
Iter 2830/5000 | Loss: 55.572 | Return: -163.156 | Entropy: 7.823
Iter 2840/5000 | Loss: 33.616 | Return: -161.849 | Entropy: 7.823
Iter 2850/5000 | Loss: 52.520 | Return: -163.892 | Entropy: 7.822
Iter 2860/5000 | Loss: 58.470 | Return: -167.306 | Entropy: 7.822
Iter 2870/5000 | Loss: 71.371 | Return: -169.374 | Entropy: 7.823
Iter 2880/5000 | Loss: 101.660 | Return: -170.891 | Entropy: 7.823
Iter 2890/5000 | Loss: 33.196 | Return: -165.345 | Entropy: 7.823
Iter 2900/5000 | Loss: 49.105 | Return: -170.312 | Entropy: 7.823
Iter 2910/5000 | Loss: 55.892 | Return: -171.056 | Entropy: 7.823
Iter 2920/5000 | Loss: 60.842 | Return: -170.555 | Entropy: 7.822
Iter 2930/5000 | Loss: 44.175 | Return: -171.094 | Entropy: 7.823
Iter 2940/5000 | Loss: 35.753 | Return: -168.825 | Entropy: 7.823
Iter 2950/5000 | Loss: 38.506 | Return: -171.024 | Entropy: 7.823
Iter 2960/5000 | Loss: 41.350 | Return: -170.610 | Entropy: 7.823
Iter 2970/5000 | Loss: 80.276 | Return: -177.152 | Entropy: 7.822
Iter 2980/5000 | Loss: 34.727 | Return: -173.998 | Entropy: 7.822
Iter 2990/5000 | Loss: 23.461 | Return: -174.336 | Entropy: 7.823
Iter 3000/5000 | Loss: 27.729 | Return: -176.829 | Entropy: 7.823
Iter 3010/5000 | Loss: 29.694 | Return: -177.264 | Entropy: 7.823
Iter 3020/5000 | Loss: 18.002 | Return: -175.861 | Entropy: 7.823
Iter 3030/5000 | Loss: 37.890 | Return: -179.984 | Entropy: 7.823
Iter 3040/5000 | Loss: 41.723 | Return: -180.253 | Entropy: 7.823
Iter 3050/5000 | Loss: 37.403 | Return: -180.683 | Entropy: 7.823
Iter 3060/5000 | Loss: 33.510 | Return: -179.634 | Entropy: 7.822
Iter 3070/5000 | Loss: 31.748 | Return: -180.623 | Entropy: 7.822
Iter 3080/5000 | Loss: 80.153 | Return: -186.479 | Entropy: 7.823
Iter 3090/5000 | Loss: 39.851 | Return: -183.407 | Entropy: 7.823
Iter 3100/5000 | Loss: 35.010 | Return: -184.487 | Entropy: 7.822
Iter 3110/5000 | Loss: 37.420 | Return: -184.167 | Entropy: 7.823
Iter 3120/5000 | Loss: 15.000 | Return: -184.042 | Entropy: 7.822
Iter 3130/5000 | Loss: 24.457 | Return: -187.042 | Entropy: 7.822
Iter 3140/5000 | Loss: 27.098 | Return: -188.163 | Entropy: 7.822
Iter 3150/5000 | Loss: 23.457 | Return: -188.921 | Entropy: 7.822
Iter 3160/5000 | Loss: 19.880 | Return: -189.016 | Entropy: 7.822
Iter 3170/5000 | Loss: 31.188 | Return: -191.696 | Entropy: 7.823
Iter 3180/5000 | Loss: 15.077 | Return: -189.051 | Entropy: 7.822
Iter 3190/5000 | Loss: 30.383 | Return: -192.798 | Entropy: 7.822
Iter 3200/5000 | Loss: 22.928 | Return: -190.108 | Entropy: 7.822
Iter 3210/5000 | Loss: 41.168 | Return: -192.709 | Entropy: 7.823
Iter 3220/5000 | Loss: 34.092 | Return: -194.101 | Entropy: 7.823
Iter 3230/5000 | Loss: 17.046 | Return: -194.216 | Entropy: 7.822
Iter 3240/5000 | Loss: 23.472 | Return: -193.661 | Entropy: 7.822
Iter 3250/5000 | Loss: 23.219 | Return: -196.488 | Entropy: 7.822
Iter 3260/5000 | Loss: 12.712 | Return: -194.539 | Entropy: 7.822
Iter 3270/5000 | Loss: 43.760 | Return: -200.487 | Entropy: 7.822
Iter 3280/5000 | Loss: 42.832 | Return: -200.733 | Entropy: 7.821
Iter 3290/5000 | Loss: 29.231 | Return: -197.876 | Entropy: 7.822
Iter 3300/5000 | Loss: 7.061 | Return: -195.962 | Entropy: 7.822
Iter 3310/5000 | Loss: 15.724 | Return: -200.437 | Entropy: 7.822
Iter 3320/5000 | Loss: 37.121 | Return: -202.373 | Entropy: 7.821
Iter 3330/5000 | Loss: 13.617 | Return: -200.710 | Entropy: 7.822
Iter 3340/5000 | Loss: 17.373 | Return: -199.726 | Entropy: 7.821
Iter 3350/5000 | Loss: 17.482 | Return: -199.895 | Entropy: 7.821
Iter 3360/5000 | Loss: 14.851 | Return: -202.789 | Entropy: 7.821
Iter 3370/5000 | Loss: 23.253 | Return: -202.483 | Entropy: 7.821
Iter 3380/5000 | Loss: 24.871 | Return: -206.758 | Entropy: 7.822
Iter 3390/5000 | Loss: 21.564 | Return: -206.256 | Entropy: 7.822
Iter 3400/5000 | Loss: 7.886 | Return: -204.439 | Entropy: 7.822
Iter 3410/5000 | Loss: 20.691 | Return: -207.316 | Entropy: 7.823
Iter 3420/5000 | Loss: 24.101 | Return: -206.745 | Entropy: 7.823
Iter 3430/5000 | Loss: 13.364 | Return: -205.492 | Entropy: 7.823
Iter 3440/5000 | Loss: 12.172 | Return: -206.596 | Entropy: 7.822
Iter 3450/5000 | Loss: 24.508 | Return: -209.278 | Entropy: 7.821
Iter 3460/5000 | Loss: 11.514 | Return: -206.564 | Entropy: 7.822
Iter 3470/5000 | Loss: 6.817 | Return: -207.229 | Entropy: 7.822
Iter 3480/5000 | Loss: 12.508 | Return: -209.299 | Entropy: 7.822
Iter 3490/5000 | Loss: 13.992 | Return: -208.562 | Entropy: 7.822
Iter 3500/5000 | Loss: 13.121 | Return: -210.030 | Entropy: 7.823
Iter 3510/5000 | Loss: 11.593 | Return: -210.893 | Entropy: 7.822
