timestamp,energy_mwh,temp_c,cloud_cover,solar_radiation,wind_speed,hour,dow,is_weekend,energy_mwh_lag1,energy_mwh_lag24,energy_mwh_lag48,energy_mwh_lag168,energy_mwh_ma24,energy_mwh_ma168
2024-01-09 02:00:00,0.0,-2.09,0.07,0.0,0.72,2,1,0,0.946,0.294,0.618,0.377,6.371791666666667,6.046267857142857
2024-01-09 03:00:00,0.199,-1.42,0.429,0.0,3.01,3,1,0,0.0,0.714,0.0,0.721,6.3503333333333325,6.043160714285714
2024-01-09 04:00:00,0.0,-0.03,0.182,0.0,2.24,4,1,0,0.199,1.41,0.0,0.426,6.291583333333333,6.040625
2024-01-09 05:00:00,0.669,-0.63,0.19,0.0,3.59,5,1,0,0.0,0.0,0.0,0.0,6.319458333333333,6.044607142857143
2024-01-09 06:00:00,0.612,2.11,0.38,0.0,2.71,6,1,0,0.669,0.0,0.136,0.0,6.3449583333333335,6.04825
2024-01-09 07:00:00,7.192,3.5,0.277,0.128,3.37,7,1,0,0.612,4.018,5.591,3.324,6.4772083333333335,6.0712738095238095
2024-01-09 08:00:00,5.048,1.87,0.78,0.112,5.44,8,1,0,7.192,15.018,7.148,11.196,6.061791666666667,6.034678571428572
2024-01-09 09:00:00,14.06,3.54,0.412,0.27,2.73,9,1,0,5.048,9.178,7.19,16.771,6.265208333333334,6.018541666666667
2024-01-09 10:00:00,20.722,2.36,0.196,0.402,2.55,10,1,0,14.06,9.665,15.391,8.979,6.725916666666667,6.088440476190477
2024-01-09 11:00:00,12.837,1.8,0.616,0.265,5.23,11,1,0,20.722,18.548,21.799,22.509,6.487958333333334,6.030869047619047
2024-01-09 12:00:00,19.865,5.18,0.354,0.385,3.25,12,1,0,12.837,22.357,20.267,20.577,6.384125,6.026630952380953
2024-01-09 13:00:00,15.244,1.04,0.533,0.299,3.9,13,1,0,19.865,23.378,17.013,11.661,6.045208333333332,6.047958333333333
2024-01-09 14:00:00,17.553,0.08,0.277,0.371,2.5,14,1,0,15.244,8.991,13.992,16.574,6.401958333333334,6.053785714285714
2024-01-09 15:00:00,12.648,1.15,0.486,0.246,4.01,15,1,0,17.553,16.59,8.701,11.689,6.237708333333334,6.059494047619047
2024-01-09 16:00:00,13.502,0.44,0.079,0.279,2.21,16,1,0,12.648,13.365,10.034,7.428,6.243416666666666,6.0956488095238095
2024-01-09 17:00:00,3.725,0.14,0.529,0.095,2.12,17,1,0,13.502,5.798,3.562,4.1,6.157041666666667,6.093416666666666
2024-01-09 18:00:00,0.22,1.02,0.269,0.0,2.52,18,1,0,3.725,0.0,0.0,0.315,6.1662083333333335,6.09285119047619
2024-01-09 19:00:00,0.0,-2.93,0.156,0.0,1.52,19,1,0,0.22,0.798,0.154,0.062,6.132958333333334,6.092482142857143
2024-01-09 20:00:00,0.842,-3.17,0.453,0.0,3.45,20,1,0,0.0,0.595,0.071,0.0,6.143249999999999,6.0974940476190485
2024-01-09 21:00:00,0.109,-0.85,0.133,0.0,1.67,21,1,0,0.842,0.0,0.0,0.0,6.1477916666666665,6.098142857142857
2024-01-09 22:00:00,0.467,-1.75,0.301,0.0,3.28,22,1,0,0.109,0.555,0.0,0.954,6.144125,6.0952440476190475
2024-01-09 23:00:00,0.305,-1.82,0.499,0.0,3.53,23,1,0,0.467,0.488,0.106,0.263,6.136499999999999,6.095494047619047
2024-01-10 00:00:00,0.613,-3.16,0.611,0.0,2.83,0,2,0,0.305,0.511,0.0,0.498,6.14075,6.096178571428572
2024-01-10 01:00:00,0.0,-0.62,0.486,0.0,3.06,1,2,0,0.613,0.946,0.0,0.239,6.101333333333333,6.094755952380952
2024-01-10 02:00:00,0.119,-0.39,0.203,0.0,3.11,2,2,0,0.0,0.0,0.294,0.585,6.1062916666666665,6.091982142857143
2024-01-10 03:00:00,0.0,-0.4,0.337,0.0,3.93,3,2,0,0.119,0.199,0.714,0.0,6.098,6.091982142857143
2024-01-10 04:00:00,0.392,-0.55,0.078,0.0,1.51,4,2,0,0.0,0.0,1.41,0.05,6.114333333333334,6.094017857142857
2024-01-10 05:00:00,0.153,1.05,0.335,0.0,2.13,5,2,0,0.392,0.669,0.0,0.303,6.092833333333334,6.093125
2024-01-10 06:00:00,0.0,3.63,0.326,0.0,4.54,6,2,0,0.153,0.612,0.0,0.776,6.067333333333334,6.088505952380952
2024-01-10 07:00:00,3.343,0.96,0.716,0.071,4.14,7,2,0,0.0,7.192,4.018,7.245,5.906958333333333,6.065279761904763
2024-01-10 08:00:00,11.824,1.79,0.353,0.217,3.13,8,2,0,3.343,5.048,15.018,12.243,6.189291666666667,6.062785714285714
2024-01-10 09:00:00,15.938,2.29,0.21,0.339,2.04,9,2,0,11.824,14.06,9.178,11.332,6.267541666666666,6.090202380952381
2024-01-10 10:00:00,15.354,2.65,0.477,0.299,3.6,10,2,0,15.938,20.722,9.665,11.424,6.043875000000001,6.113595238095239
2024-01-10 11:00:00,20.85,3.03,0.299,0.402,4.27,11,2,0,15.354,12.837,18.548,21.586,6.37775,6.109214285714286
2024-01-10 12:00:00,16.196,3.9,0.521,0.317,3.77,12,2,0,20.85,19.865,22.357,8.188,6.224875000000001,6.156880952380952
2024-01-10 13:00:00,20.199,2.82,0.35,0.38,3.9,13,2,0,16.196,15.244,23.378,21.737,6.431333333333335,6.14772619047619
2024-01-10 14:00:00,16.304,1.72,0.435,0.315,3.33,14,2,0,20.199,17.553,8.991,20.697,6.379291666666666,6.121577380952381
2024-01-10 15:00:00,15.55,1.26,0.31,0.306,2.11,15,2,0,16.304,12.648,16.59,16.692,6.500208333333333,6.114779761904763
2024-01-10 16:00:00,10.243,0.9,0.379,0.21,2.59,16,2,0,15.55,13.502,13.365,10.689,6.364416666666667,6.112125
2024-01-10 17:00:00,6.279,-2.65,0.341,0.121,2.13,17,2,0,10.243,3.725,5.798,5.03,6.470833333333332,6.1195595238095235
2024-01-10 18:00:00,0.409,-0.07,0.534,0.0,3.78,18,2,0,6.279,0.22,0.0,0.0,6.4787083333333335,6.121994047619047
2024-01-10 19:00:00,0.002,-2.97,0.114,0.0,3.32,19,2,0,0.409,0.0,0.798,0.63,6.478791666666666,6.118255952380953
2024-01-10 20:00:00,0.0,-2.98,0.355,0.0,3.19,20,2,0,0.002,0.842,0.595,0.307,6.443708333333333,6.116428571428573
2024-01-10 21:00:00,0.0,-2.34,0.389,0.0,2.92,21,2,0,0.0,0.109,0.0,0.0,6.439166666666666,6.116428571428573
2024-01-10 22:00:00,0.111,-2.94,0.753,0.0,3.63,22,2,0,0.0,0.467,0.555,0.0,6.424333333333334,6.117089285714286
2024-01-10 23:00:00,0.0,-2.17,0.587,0.0,4.04,23,2,0,0.111,0.305,0.488,0.0,6.411625000000001,6.117089285714286
2024-01-11 00:00:00,0.0,-2.25,0.295,0.0,1.9,0,3,0,0.0,0.613,0.511,0.26,6.3860833333333344,6.115541666666667
2024-01-11 01:00:00,0.0,-2.29,0.78,0.0,3.43,1,3,0,0.0,0.0,0.946,0.0,6.3860833333333344,6.115541666666667
2024-01-11 02:00:00,0.5,0.51,0.417,0.0,3.97,2,3,0,0.0,0.119,0.0,0.115,6.401958333333334,6.1178333333333335
2024-01-11 03:00:00,0.692,0.25,0.587,0.0,3.54,3,3,0,0.5,0.0,0.199,0.411,6.430791666666667,6.119505952380952
2024-01-11 04:00:00,0.047,0.54,0.595,0.0,3.55,4,3,0,0.692,0.392,0.0,0.093,6.416416666666667,6.119232142857142
2024-01-11 05:00:00,1.099,1.79,0.787,0.0,4.23,5,3,0,0.047,0.153,0.669,0.39,6.4558333333333335,6.123452380952381
2024-01-11 06:00:00,0.808,0.83,0.433,0.0,3.88,6,3,0,1.099,0.0,0.612,0.0,6.4895,6.128261904761905
2024-01-11 07:00:00,4.025,4.91,0.694,0.075,4.22,7,3,0,0.808,3.343,7.192,3.605,6.517916666666667,6.130761904761905
2024-01-11 08:00:00,12.396,1.47,0.231,0.249,2.1,8,3,0,4.025,11.824,5.048,11.185,6.5417499999999995,6.137970238095239
2024-01-11 09:00:00,9.248,3.21,0.677,0.189,3.47,9,3,0,12.396,15.938,14.06,11.576,6.263000000000001,6.124113095238094
2024-01-11 10:00:00,15.044,2.84,0.498,0.294,3.34,10,3,0,9.248,15.354,20.722,15.294,6.2500833333333325,6.122625000000001
2024-01-11 11:00:00,17.299,2.69,0.438,0.348,3.55,11,3,0,15.044,20.85,12.837,15.657,6.102125,6.132398809523809
2024-01-11 12:00:00,21.26,2.23,0.299,0.419,2.87,12,3,0,17.299,16.196,19.865,11.586,6.313124999999999,6.189982142857143
2024-01-11 13:00:00,11.749,1.37,0.718,0.228,4.06,13,3,0,21.26,20.199,15.244,21.765,5.961041666666667,6.130363095238096
2024-01-11 14:00:00,15.342,3.1,0.459,0.31,3.41,14,3,0,11.749,16.304,17.553,14.585,5.920958333333334,6.134869047619048
2024-01-11 15:00:00,13.926,-0.49,0.446,0.265,3.31,15,3,0,15.342,15.55,12.648,13.45,5.853291666666667,6.137702380952381
2024-01-11 16:00:00,10.411,1.36,0.387,0.211,2.54,16,3,0,13.926,10.243,13.502,9.888,5.860291666666666,6.140815476190475
2024-01-11 17:00:00,8.084,0.18,0.05,0.161,3.03,17,3,0,10.411,6.279,3.725,4.114,5.9355,6.164446428571428
2024-01-11 18:00:00,0.0,-1.78,0.658,0.0,3.59,18,3,0,8.084,0.409,0.22,1.936,5.918458333333333,6.15292261904762
2024-01-11 19:00:00,0.0,-1.3,0.188,0.0,2.67,19,3,0,0.0,0.002,0.0,0.0,5.918375,6.15292261904762
2024-01-11 20:00:00,1.295,-2.61,0.679,0.0,2.39,20,3,0,0.0,0.0,0.842,0.231,5.972333333333334,6.159255952380953
2024-01-11 21:00:00,0.0,-4.04,0.631,0.0,3.72,21,3,0,1.295,0.0,0.109,0.0,5.972333333333334,6.159255952380953
2024-01-11 22:00:00,0.263,-4.13,0.434,0.0,2.42,22,3,0,0.0,0.111,0.467,0.184,5.978666666666666,6.15972619047619
2024-01-11 23:00:00,0.0,-1.93,0.155,0.0,1.68,23,3,0,0.263,0.0,0.305,0.589,5.978666666666666,6.156220238095239
2024-01-12 00:00:00,0.0,-1.66,0.133,0.0,4.34,0,4,0,0.0,0.0,0.613,0.02,5.978666666666666,6.15610119047619
2024-01-12 01:00:00,0.335,-1.62,0.429,0.0,3.49,1,4,0,0.0,0.0,0.0,0.584,5.992624999999999,6.1546190476190485
2024-01-12 02:00:00,0.0,-1.76,0.396,0.0,4.17,2,4,0,0.335,0.5,0.119,0.0,5.9717916666666655,6.1546190476190485
2024-01-12 03:00:00,0.191,-0.79,0.098,0.0,2.98,3,4,0,0.0,0.692,0.0,0.0,5.950916666666667,6.155755952380953
2024-01-12 04:00:00,0.594,-0.18,0.382,0.0,3.93,4,4,0,0.191,0.047,0.392,0.376,5.973708333333334,6.1570535714285715
2024-01-12 05:00:00,0.141,-1.11,0.12,0.0,2.2,5,4,0,0.594,1.099,0.153,0.018,5.933791666666667,6.157785714285715
2024-01-12 06:00:00,0.197,1.79,0.248,0.0,4.03,6,4,0,0.141,0.808,0.0,0.0,5.908333333333334,6.158958333333334
2024-01-12 07:00:00,4.957,2.96,0.445,0.11,4.01,7,4,0,0.197,4.025,3.343,7.383,5.947166666666667,6.144517857142857
2024-01-12 08:00:00,14.651,2.89,0.101,0.285,2.34,8,4,0,4.957,12.396,11.824,11.441,6.041125000000001,6.163625000000001
2024-01-12 09:00:00,17.529,5.23,0.194,0.353,2.79,9,4,0,14.651,9.248,15.938,14.726,6.386166666666667,6.180309523809523
2024-01-12 10:00:00,17.464,2.01,0.308,0.373,2.81,10,4,0,17.529,15.044,15.354,13.865,6.487000000000001,6.201732142857144
2024-01-12 11:00:00,16.689,2.32,0.503,0.324,3.55,11,4,0,17.464,17.299,20.85,22.441,6.4615833333333335,6.167494047619047
2024-01-12 12:00:00,20.085,2.97,0.379,0.388,3.1,12,4,0,16.689,21.26,16.196,21.539,6.412625000000001,6.1588392857142855
2024-01-12 13:00:00,24.429,2.63,0.163,0.471,2.8,13,4,0,20.085,11.749,20.199,20.641,6.940958333333332,6.181386904761904
2024-01-12 14:00:00,18.755,-0.57,0.369,0.349,4.5,14,4,0,24.429,15.342,16.304,15.839,7.083166666666667,6.198744047619049
2024-01-12 15:00:00,13.746,1.71,0.455,0.266,2.4,15,4,0,18.755,13.926,15.55,14.634,7.075666666666666,6.193458333333333
2024-01-12 16:00:00,13.246,0.51,0.205,0.259,3.53,16,4,0,13.746,10.411,10.243,11.563,7.193791666666666,6.203476190476191
2024-01-12 17:00:00,6.576,-3.11,0.38,0.118,2.85,17,4,0,13.246,8.084,6.279,3.822,7.130958333333333,6.219869047619048
2024-01-12 18:00:00,0.0,-1.43,0.756,0.0,5.28,18,4,0,6.576,0.0,0.409,0.523,7.130958333333333,6.216755952380952
2024-01-12 19:00:00,0.0,-2.88,0.194,0.0,2.31,19,4,0,0.0,0.0,0.002,0.0,7.130958333333333,6.216755952380952
2024-01-12 20:00:00,0.0,-2.93,0.591,0.0,4.1,20,4,0,0.0,1.295,0.0,0.22,7.076999999999999,6.21544642857143
2024-01-12 21:00:00,0.766,-4.29,0.811,0.0,4.31,21,4,0,0.0,0.0,0.0,0.0,7.1089166666666666,6.220005952380952
2024-01-12 22:00:00,0.0,-2.29,0.211,0.0,1.25,22,4,0,0.766,0.263,0.111,0.822,7.097958333333334,6.215113095238094
2024-01-12 23:00:00,0.279,-0.57,0.205,0.0,4.01,23,4,0,0.0,0.0,0.0,0.0,7.109583333333333,6.216773809523809
2024-01-13 00:00:00,0.344,-2.03,0.637,0.0,3.16,0,5,1,0.279,0.0,0.0,0.653,7.123916666666666,6.214934523809523
2024-01-13 01:00:00,0.147,-4.46,0.236,0.0,2.78,1,5,1,0.344,0.335,0.0,0.0,7.116083333333333,6.215809523809524
2024-01-13 02:00:00,0.0,-0.91,0.167,0.0,1.66,2,5,1,0.147,0.0,0.5,0.0,7.116083333333333,6.215809523809524
2024-01-13 03:00:00,0.206,-0.76,0.203,0.0,1.54,3,5,1,0.0,0.191,0.692,0.797,7.116708333333334,6.212291666666666
2024-01-13 04:00:00,0.0,-1.07,0.712,0.0,3.97,4,5,1,0.206,0.594,0.047,0.0,7.091958333333334,6.212291666666666
2024-01-13 05:00:00,1.022,1.45,0.139,0.0,1.94,5,5,1,0.0,0.141,1.099,0.0,7.128666666666667,6.218374999999999
2024-01-13 06:00:00,0.682,2.81,0.104,0.0,1.38,6,5,1,1.022,0.197,0.808,0.0,7.148874999999999,6.2224345238095236
2024-01-13 07:00:00,6.012,1.57,0.344,0.125,3.0,7,5,1,0.682,4.957,4.025,7.822,7.192833333333333,6.211660714285714
2024-01-13 08:00:00,7.628,0.87,0.726,0.131,2.99,8,5,1,6.012,14.651,12.396,8.453,6.900208333333333,6.206750000000001
2024-01-13 09:00:00,13.367,0.73,0.472,0.263,3.52,9,5,1,7.628,17.529,9.248,14.242,6.726791666666666,6.2015416666666665
2024-01-13 10:00:00,15.052,2.45,0.449,0.321,3.25,10,5,1,13.367,17.464,15.044,15.624,6.626291666666666,6.198136904761905
2024-01-13 11:00:00,9.816,2.96,0.8,0.197,2.42,11,5,1,15.052,16.689,17.299,23.228,6.339916666666666,6.118303571428571
2024-01-13 12:00:00,23.602,2.23,0.247,0.452,2.32,12,5,1,9.816,20.085,21.26,17.927,6.486458333333332,6.152083333333333
2024-01-13 13:00:00,16.537,1.55,0.473,0.341,3.8,13,5,1,23.602,24.429,11.749,15.249,6.1576249999999995,6.15975
2024-01-13 14:00:00,21.117,2.43,0.195,0.423,1.73,14,5,1,16.537,18.755,15.342,12.662,6.256041666666666,6.21007738095238
2024-01-13 15:00:00,13.552,1.58,0.401,0.287,3.61,15,5,1,21.117,13.746,13.926,8.284,6.247958333333334,6.241434523809525
2024-01-13 16:00:00,8.505,0.49,0.514,0.185,3.89,16,5,1,13.552,13.246,10.411,14.618,6.050416666666667,6.205047619047618
2024-01-13 17:00:00,5.163,0.45,0.428,0.113,2.47,17,5,1,8.505,6.576,8.084,5.231,5.9915416666666665,6.204642857142856
2024-01-13 18:00:00,0.0,-2.04,0.445,0.0,3.32,18,5,1,5.163,0.0,0.0,0.0,5.9915416666666665,6.204642857142856
2024-01-13 19:00:00,0.0,-3.19,0.217,0.0,3.31,19,5,1,0.0,0.0,0.0,0.0,5.9915416666666665,6.204642857142856
2024-01-13 20:00:00,1.043,-2.98,0.175,0.0,1.82,20,5,1,0.0,0.0,1.295,0.497,6.035,6.207892857142858
2024-01-13 21:00:00,0.0,-3.36,0.184,0.0,2.39,21,5,1,1.043,0.766,0.0,0.0,6.003083333333333,6.207892857142858
2024-01-13 22:00:00,0.471,-5.21,0.773,0.0,5.24,22,5,1,0.0,0.0,0.263,0.187,6.022708333333333,6.209583333333334
2024-01-13 23:00:00,0.655,-3.3,0.278,0.0,2.15,23,5,1,0.471,0.279,0.0,0.073,6.038374999999999,6.21304761904762
2024-01-14 00:00:00,0.0,-0.98,0.23,0.0,3.06,0,6,1,0.655,0.344,0.0,0.001,6.024041666666666,6.213041666666667
2024-01-14 01:00:00,0.0,-0.87,0.585,0.0,2.89,1,6,1,0.0,0.147,0.335,0.064,6.017916666666667,6.212660714285715
2024-01-14 02:00:00,0.459,-0.58,0.273,0.0,2.69,2,6,1,0.0,0.0,0.0,0.618,6.037041666666667,6.211714285714286
2024-01-14 03:00:00,0.0,-0.33,0.283,0.0,3.21,3,6,1,0.459,0.206,0.191,0.0,6.028458333333333,6.211714285714286
2024-01-14 04:00:00,0.42,2.03,0.317,0.0,1.03,4,6,1,0.0,0.0,0.594,0.0,6.045958333333332,6.214214285714286
2024-01-14 05:00:00,1.006,-0.21,0.416,0.0,2.82,5,6,1,0.42,1.022,0.141,0.0,6.0452916666666665,6.220202380952382
2024-01-14 06:00:00,0.0,0.63,0.565,0.0,4.04,6,6,1,1.006,0.682,0.197,0.136,6.016875,6.219392857142857
2024-01-14 07:00:00,7.022,3.76,0.213,0.145,2.82,7,6,1,0.0,6.012,4.957,5.591,6.058958333333334,6.227910714285715
2024-01-14 08:00:00,6.191,2.92,0.753,0.126,3.84,8,6,1,7.022,7.628,14.651,7.148,5.999083333333334,6.222214285714286
2024-01-14 09:00:00,12.779,2.38,0.485,0.262,2.57,9,6,1,6.191,13.367,17.529,7.19,5.974583333333334,6.255482142857143
2024-01-14 10:00:00,19.361,3.95,0.278,0.395,3.34,10,6,1,12.779,15.052,17.464,15.391,6.1541250000000005,6.279113095238095
2024-01-14 11:00:00,11.762,2.66,0.707,0.241,3.86,11,6,1,19.361,9.816,16.689,21.799,6.2352083333333335,6.219369047619048
2024-01-14 12:00:00,14.012,1.88,0.636,0.28,4.34,12,6,1,11.762,23.602,20.085,20.267,5.835625,6.182136904761904
2024-01-14 13:00:00,14.917,1.37,0.582,0.296,4.05,13,6,1,14.012,16.537,24.429,17.013,5.768125,6.169660714285714
2024-01-14 14:00:00,7.704,2.17,0.899,0.143,4.34,14,6,1,14.917,21.117,18.755,13.992,5.20925,6.132232142857144
2024-01-14 15:00:00,10.412,1.31,0.641,0.209,4.78,15,6,1,7.704,13.552,13.746,8.701,5.078416666666667,6.142416666666667
2024-01-14 16:00:00,10.631,2.11,0.465,0.199,2.92,16,6,1,10.412,8.505,13.246,10.034,5.167,6.145970238095239
2024-01-14 17:00:00,4.068,-0.84,0.616,0.088,4.8,17,6,1,10.631,5.163,6.576,3.562,5.121375,6.148982142857143
2024-01-14 18:00:00,0.0,-1.58,0.668,0.0,5.06,18,6,1,4.068,0.0,0.0,0.0,5.121375,6.148982142857143
2024-01-14 19:00:00,0.0,-0.1,0.072,0.0,3.06,19,6,1,0.0,0.0,0.0,0.154,5.121375,6.148065476190476
2024-01-14 20:00:00,0.277,-1.13,0.077,0.0,2.09,20,6,1,0.0,1.043,0.0,0.071,5.089458333333334,6.149291666666666
2024-01-14 21:00:00,0.516,-2.43,0.167,0.0,4.54,21,6,1,0.277,0.0,0.766,0.0,5.1109583333333335,6.152363095238095
2024-01-14 22:00:00,0.876,-4.58,0.581,0.0,3.87,22,6,1,0.516,0.471,0.0,0.0,5.127833333333334,6.157577380952381
2024-01-14 23:00:00,0.174,-3.58,0.291,0.0,3.07,23,6,1,0.876,0.655,0.279,0.106,5.1077916666666665,6.157982142857143
2024-01-15 00:00:00,0.452,-3.53,0.112,0.0,2.32,0,0,0,0.174,0.0,0.344,0.0,5.126625,6.160672619047618
2024-01-15 01:00:00,0.821,-1.75,0.263,0.0,1.88,1,0,0,0.452,0.0,0.147,0.0,5.160833333333334,6.165559523809525
2024-01-15 02:00:00,0.0,-1.78,0.432,0.0,4.33,2,0,0,0.821,0.459,0.0,0.294,5.141708333333333,6.163809523809523
2024-01-15 03:00:00,0.0,1.48,0.55,0.0,3.19,3,0,0,0.0,0.0,0.206,0.714,5.141708333333333,6.159559523809524
2024-01-15 04:00:00,1.663,-1.55,0.234,0.0,3.44,4,0,0,0.0,0.42,0.0,1.41,5.1935,6.161065476190476
2024-01-15 05:00:00,0.514,-0.29,0.478,0.0,4.36,5,0,0,1.663,1.006,1.022,0.0,5.173,6.164124999999999
2024-01-15 06:00:00,0.306,2.13,0.47,0.0,3.89,6,0,0,0.514,0.0,0.682,0.0,5.18575,6.165946428571428
2024-01-15 07:00:00,3.81,3.08,0.786,0.065,3.81,7,0,0,0.306,7.022,6.012,4.018,5.051916666666667,6.1647083333333335
2024-01-15 08:00:00,9.803,-0.17,0.424,0.212,3.0,8,0,0,3.81,6.191,7.628,15.018,5.202416666666667,6.1336666666666675
2024-01-15 09:00:00,4.665,1.15,0.958,0.101,2.73,9,0,0,9.803,12.779,13.367,9.178,4.864333333333334,6.106803571428571
2024-01-15 10:00:00,18.055,3.02,0.341,0.373,2.93,10,0,0,4.665,19.361,15.052,9.665,4.809916666666667,6.156744047619048
2024-01-15 11:00:00,21.543,4.86,0.302,0.426,3.55,11,0,0,18.055,11.762,9.816,18.548,5.217458333333334,6.174571428571428
2024-01-15 12:00:00,15.791,5.19,0.557,0.32,3.48,12,0,0,21.543,14.012,23.602,22.357,5.2915833333333335,6.135488095238095
2024-01-15 13:00:00,12.533,1.96,0.695,0.25,3.61,13,0,0,15.791,14.917,16.537,23.378,5.1922500000000005,6.070934523809523
2024-01-15 14:00:00,22.1,1.63,0.165,0.446,2.26,14,0,0,12.533,7.704,21.117,8.991,5.792083333333333,6.148964285714286
2024-01-15 15:00:00,16.901,0.1,0.218,0.358,3.63,15,0,0,22.1,10.412,13.552,16.59,6.062458333333333,6.150815476190476
2024-01-15 16:00:00,11.121,1.09,0.425,0.212,3.23,16,0,0,16.901,10.631,8.505,13.365,6.0828750000000005,6.137458333333334
2024-01-15 17:00:00,3.874,1.39,0.552,0.099,5.14,17,0,0,11.121,4.068,5.163,5.798,6.074791666666667,6.126005952380953
2024-01-15 18:00:00,0.0,0.34,0.145,0.0,1.98,18,0,0,3.874,0.0,0.0,0.0,6.074791666666667,6.126005952380953
2024-01-15 19:00:00,0.0,-1.82,0.421,0.0,3.44,19,0,0,0.0,0.0,0.0,0.798,6.074791666666667,6.121255952380953
2024-01-15 20:00:00,0.0,-3.27,0.745,0.0,3.89,20,0,0,0.0,0.277,1.043,0.595,6.06325,6.117714285714286
2024-01-15 21:00:00,0.121,-2.56,0.437,0.0,4.97,21,0,0,0.0,0.516,0.0,0.0,6.046791666666667,6.1184345238095235
2024-01-15 22:00:00,0.741,-1.01,0.481,0.0,3.59,22,0,0,0.121,0.876,0.471,0.555,6.041166666666666,6.119541666666666
2024-01-15 23:00:00,0.0,-3.05,0.904,0.0,6.41,23,0,0,0.741,0.174,0.655,0.488,6.033916666666666,6.116636904761903
2024-01-16 00:00:00,0.0,-4.4,0.52,0.0,3.22,0,1,0,0.0,0.452,0.0,0.511,6.015083333333333,6.113595238095237
