CustomerID,Recency,Frequency,Monetary,Cluster
12795.0,19,1,318.48,2
12797.0,366,1,226.03,1
12798.0,10,3,835.12,2
12802.0,187,1,397.58,1
12808.0,37,3,455.65000000000003,2
12809.0,178,1,405.31,1
12811.0,262,2,458.85,1
12812.0,45,1,229.64000000000001,2
12814.0,102,1,85.92,2
12815.0,148,2,863.46,1
12816.0,96,2,428.56,2
12817.0,281,1,126.03999999999999,1
12818.0,262,1,879.2,1
12820.0,3,4,942.34,2
12821.0,214,1,92.72,1
12822.0,71,2,948.88,2
12823.0,75,5,1759.5,2
12824.0,60,1,397.12,2
12826.0,3,7,1474.72,2
12827.0,6,3,414.55,2
12828.0,3,6,986.16,2
12829.0,337,2,224.07999999999998,1
12830.0,38,6,3541.12,2
12831.0,262,1,215.05,1
12832.0,32,2,383.03,2
12833.0,145,1,417.38,1
12834.0,283,1,312.38,1
12836.0,59,4,2605.91,2
12837.0,173,1,133.78,1
12838.0,34,2,667.48,2
12839.0,3,14,5591.42,0
12840.0,144,4,2726.77,1
12841.0,5,25,3987.88,0
12842.0,70,2,1070.62,2
12843.0,66,8,1699.76,2
12844.0,29,2,325.31,2
12845.0,267,4,290.29,1
12847.0,22,1,841.6899999999999,2
12849.0,31,2,992.65,2
12851.0,97,1,131.07,2
12852.0,295,1,311.55,1
12853.0,135,6,1957.1000000000001,1
12854.0,79,3,1313.75,2
12855.0,373,1,38.1,1
12856.0,8,6,2161.03,2
12857.0,211,2,1106.4,1
12863.0,52,1,521.2,2
12864.0,138,1,110.6,1
12865.0,26,2,1565.99,2
12866.0,283,1,492.82,1
12867.0,26,7,3993.47,2
12868.0,186,6,1607.0600000000002,1
12871.0,84,2,380.64,2
12872.0,327,2,599.97,1
12873.0,282,1,374.0,1
12875.0,143,2,34.0,1
12876.0,58,2,2053.02,2
12877.0,4,12,1438.42,0
12878.0,236,2,854.99,1
12879.0,45,3,573.22,2
12881.0,276,1,119.63,1
12882.0,9,2,1463.04,2
12883.0,25,4,703.15,2
12884.0,88,1,172.31,2
12885.0,63,3,1174.26,2
12886.0,68,2,1378.4,2
12888.0,214,2,354.12,1
12890.0,24,1,376.71999999999997,2
12891.0,186,3,110.0,1
12893.0,31,1,176.55,2
12895.0,42,2,372.8,2
12897.0,205,2,216.5,1
12902.0,265,1,138.04,1
12904.0,18,2,496.06,2
12906.0,12,5,2890.13,2
12908.0,176,2,125.0,1
12909.0,40,5,1756.6399999999999,2
12910.0,23,8,3075.04,2
12912.0,3,5,1662.3,2
12913.0,5,5,2432.63,2
12915.0,149,2,363.65,1
12916.0,139,4,2944.95,1
12917.0,128,1,594.0,1
12919.0,8,6,1320.19,2
12920.0,17,1,162.14,2
12922.0,161,1,405.38,1
12923.0,64,1,171.57,2
12924.0,88,4,879.11,2
12925.0,5,2,694.05,2
12928.0,35,5,2040.14,2
12929.0,312,1,117.85,1
12930.0,78,2,415.8,2
12931.0,22,15,12937.22,0
12933.0,24,3,607.53,2
12935.0,2,7,2113.9,2
12936.0,17,4,1063.9,2
12937.0,15,4,1504.27,2
12938.0,26,1,114.14,2
12939.0,64,8,8290.44,2
12940.0,55,2,896.37,2
12942.0,131,3,675.28,1
12944.0,36,2,604.51,2
12945.0,288,1,462.95,1
12947.0,144,6,1506.6100000000001,1
12948.0,16,7,2064.95,2
12949.0,31,8,4167.22,2
12950.0,2,3,1750.6,2
12951.0,9,6,1063.75,2
12952.0,6,4,1386.51,2
12953.0,10,1,321.48,2
12955.0,1,11,4757.16,0
12956.0,306,1,107.75,1
12957.0,10,8,3994.7200000000003,2
12962.0,7,2,266.39,2
12963.0,8,8,1811.18,2
12965.0,89,1,769.8100000000001,2
12966.0,10,1,160.18,2
12967.0,358,2,1411.06,1
12968.0,112,1,135.95,2
12970.0,7,4,392.72,2
12974.0,198,1,141.48000000000002,1
12976.0,212,1,723.0,1
12977.0,156,1,35.480000000000004,1
12980.0,158,9,4475.14,1
12981.0,30,2,372.21999999999997,2
12982.0,243,1,390.54,1
12984.0,19,1,97.5,2
12985.0,1,2,1220.38,2
12987.0,74,2,525.38,2
12988.0,292,1,483.17,1
12989.0,3,15,5441.71,0
12990.0,31,3,409.5,2
12991.0,23,2,503.76,2
12993.0,23,4,414.76,2
12994.0,4,3,958.9200000000001,2
12995.0,85,1,211.32,2
12997.0,22,4,1210.21,2
12999.0,196,3,455.88,1
13000.0,107,3,534.85,2
13001.0,4,13,9235.15,0
13002.0,318,1,120.94999999999999,1
13003.0,106,3,149.05,2
13004.0,12,18,5578.51,0
13005.0,174,2,513.7,1
13006.0,56,1,81.57,2
13008.0,323,1,229.46999999999997,1
13011.0,372,1,50.550000000000004,1
13012.0,9,8,1646.8400000000001,2
13013.0,1,13,4810.9400000000005,0
13014.0,11,10,3450.68,2
13015.0,53,5,3060.95,2
13016.0,73,3,788.61,2
13017.0,7,1,204.0,2
13021.0,4,9,2589.7400000000002,2
13023.0,64,2,599.9,2
13026.0,1,5,838.48,2
13027.0,114,6,1040.0,1
13028.0,23,2,651.96,2
13029.0,31,3,997.9,2
13030.0,11,2,745.78,2
13032.0,52,2,1010.18,2
13033.0,357,1,190.55,1
13034.0,55,2,642.77,2
13035.0,74,2,921.88,2
13037.0,138,3,881.07,1
13038.0,80,3,908.46,2
13040.0,9,2,676.99,2
13043.0,273,1,516.42,1
13044.0,291,1,560.47,1
13045.0,99,1,305.28000000000003,2
13046.0,31,2,560.94,2
13047.0,57,9,3232.59,2
13048.0,14,4,1819.41,2
13049.0,64,2,656.6800000000001,2
13050.0,15,17,5770.79,0
13052.0,212,1,348.15000000000003,1
13055.0,78,3,1206.61,2
13058.0,25,3,271.40000000000003,2
13059.0,250,1,183.4,1
13060.0,254,1,287.25,1
13061.0,72,1,248.61,2
13062.0,191,1,307.5,1
13064.0,13,4,1100.71,2
13065.0,373,1,205.86,1
13066.0,24,2,464.16,2
13067.0,82,1,115.46000000000001,2
13068.0,10,2,344.0,2
13069.0,1,24,4091.24,0
13070.0,192,1,228.8,1
13072.0,267,1,177.15,1
13075.0,130,1,919.61,1
13077.0,1,4,710.02,2
13078.0,3,26,12064.94,0
13079.0,4,5,220.10000000000002,2
13080.0,179,1,58.08,1
13082.0,126,9,2252.59,1
13083.0,4,2,303.43,2
13085.0,158,2,416.08000000000004,1
13090.0,9,13,8893.26,0
13091.0,28,1,345.82,2
13092.0,71,5,477.83,2
13093.0,276,8,7825.75,1
13094.0,21,12,1834.0400000000002,0
13095.0,71,1,74.39999999999999,2
13097.0,33,10,5982.93,0
13099.0,99,1,72.0,2
13101.0,234,1,101.19,1
13102.0,1,24,6345.33,0
13103.0,40,1,243.94,2
13104.0,3,6,1098.48,2
13106.0,133,1,76.5,1
13107.0,44,4,1531.6200000000001,2
13108.0,373,1,350.06,1
13109.0,60,2,769.94,2
13110.0,31,7,1488.03,2
13113.0,1,24,11328.16,0
13115.0,12,4,2248.14,2
13116.0,138,1,501.14,1
13117.0,22,8,958.09,2
13118.0,20,5,1180.94,2
13120.0,239,1,30.599999999999998,1
13121.0,269,1,279.98,1
13122.0,94,2,904.6899999999999,2
13124.0,90,3,3723.62,2
13126.0,5,8,2066.0,2
13127.0,78,1,259.17,2
13130.0,94,1,64.0,2
13131.0,23,3,1056.7,2
13132.0,262,1,77.3,1
13133.0,274,2,109.8,1
13134.0,86,4,1783.08,2
13135.0,197,1,72.0,1
13136.0,56,5,2591.01,2
13137.0,11,8,3588.89,2
13138.0,22,6,962.39,2
13139.0,16,7,5064.94,2
13140.0,108,3,422.47,2
13141.0,85,5,2388.75,2
13142.0,19,1,307.09,2
13144.0,333,1,110.95,1
13145.0,40,4,340.15000000000003,2
13146.0,26,1,217.11,2
13147.0,10,4,712.8000000000001,2
13148.0,29,12,3678.34,0
13149.0,14,4,1668.26,2
13151.0,296,1,1248.59,1
13153.0,6,1,337.02000000000004,2
13155.0,33,4,953.81,2
13157.0,49,4,1741.22,2
13158.0,95,4,1178.56,2
13159.0,9,4,1412.75,2
13160.0,22,1,91.8,2
13161.0,313,1,112.75,1
13162.0,122,4,1630.93,1
13165.0,46,2,970.96,2
13166.0,283,1,417.2,1
13167.0,19,4,766.57,2
13168.0,36,4,1284.29,2
13169.0,64,2,712.88,2
13170.0,27,1,106.86,2
13171.0,22,3,434.99,2
13173.0,4,2,340.9,2
13174.0,16,3,2660.16,2
13176.0,46,1,472.17,2
13177.0,65,1,282.45,2
13178.0,26,11,5659.07,0
13182.0,45,1,121.18,2
13183.0,8,9,3937.78,2
13184.0,15,10,1651.44,2
13185.0,268,1,71.4,1
13186.0,40,3,1575.89,2
13187.0,337,1,234.33,1
13188.0,11,1,114.60000000000001,2
13189.0,19,2,251.32,2
13192.0,95,2,911.94,2
13193.0,61,1,111.76,2
13194.0,136,1,60.7,1
13196.0,11,4,1773.82,2
13198.0,10,6,3344.52,2
13200.0,19,4,870.09,2
13203.0,10,4,846.14,2
13207.0,15,2,214.86,2
13208.0,59,5,1180.47,2
13209.0,30,8,5890.97,2
13210.0,94,1,353.48,2
13211.0,10,3,1095.42,2
13212.0,20,3,757.4,2
13213.0,57,5,1503.94,2
13216.0,268,1,333.74,1
13217.0,122,3,533.98,1
13218.0,127,1,47.63999999999999,1
13220.0,78,4,819.2900000000001,2
13221.0,240,2,798.83,1
13223.0,200,2,163.20000000000002,1
13224.0,60,2,2121.53,2
13225.0,3,7,5385.32,2
13226.0,273,1,108.21000000000001,1
13227.0,202,1,257.7,1
13228.0,81,1,358.0,2
13229.0,226,1,160.95,1
13230.0,4,14,2727.64,0
13232.0,13,7,1321.9,2
13233.0,74,2,589.52,2
13235.0,212,1,1030.43,1
13236.0,25,2,744.85,2
13238.0,17,4,692.36,2
13239.0,262,1,313.96,1
13240.0,96,4,648.7,2
13242.0,112,3,270.40000000000003,2
13243.0,203,1,564.37,1
13244.0,93,1,121.74000000000001,2
13245.0,51,1,430.5,2
13246.0,18,6,1903.52,2
13247.0,18,4,469.92,2
13248.0,125,2,465.68,1
13249.0,92,3,618.13,2
13253.0,157,2,899.6,1
13255.0,9,2,399.51,2
13258.0,12,3,672.83,2
13259.0,62,1,283.18,2
13260.0,61,1,557.62,2
13261.0,269,2,944.1,1
13262.0,263,1,200.29,1
13265.0,53,5,2005.02,2
13266.0,11,12,3649.63,0
13267.0,3,19,4521.49,0
13268.0,18,10,3111.54,2
13269.0,1,15,5342.03,0
13270.0,366,1,295.0,1
13271.0,37,1,211.1,2
13272.0,31,2,276.56,2
13273.0,113,1,138.98,2
13276.0,64,2,590.9300000000001,2
13277.0,16,4,258.4,2
13278.0,41,1,542.73,2
13279.0,78,1,137.75,2
13280.0,122,3,783.46,1
13282.0,18,3,1116.54,2
13283.0,60,2,93.66,2
13284.0,331,1,201.19,1
13285.0,23,4,2692.56,2
13291.0,156,1,361.11,1
13292.0,39,2,578.9399999999999,2
13294.0,190,2,873.74,1
13295.0,360,1,201.20000000000002,1
13296.0,137,1,87.4,1
13297.0,8,4,2089.85,2
13298.0,1,1,360.0,2
13299.0,268,1,142.5,1
13300.0,169,1,371.89,1
13301.0,104,4,597.69,2
13302.0,155,1,63.75,1
13304.0,351,1,300.42,1
13305.0,4,10,2000.86,2
13307.0,120,1,15.0,2
13308.0,23,3,1346.03,2
13309.0,7,5,1429.01,2
13310.0,28,3,1132.03,2
13311.0,4,2,598.25,2
13313.0,22,5,1522.1200000000001,2
13314.0,2,3,760.34,2
13316.0,37,4,4917.41,2
13317.0,66,6,2257.96,2
13318.0,1,3,640.76,2
13319.0,5,26,10842.99,0
13320.0,78,4,1516.6,2
13321.0,72,2,480.36,2
13322.0,17,1,194.41,2
13323.0,3,5,787.85,2
13324.0,36,10,6405.71,0
13325.0,82,1,675.3,2
13327.0,39,8,3627.77,2
13328.0,316,1,1227.08,1
13329.0,32,2,789.0,2
13330.0,93,3,1140.93,2
13332.0,14,1,350.9,2
13334.0,82,3,3464.82,2
13336.0,77,1,795.12,2
13338.0,158,1,437.02,1
13339.0,201,1,838.63,1
13340.0,45,7,10061.24,2
13341.0,261,1,775.53,1
13343.0,178,1,303.43,1
13344.0,68,3,2173.43,2
13345.0,288,1,339.5,1
13347.0,70,1,291.36,2
13348.0,64,1,233.76,2
13349.0,11,1,197.32,2
13350.0,16,2,845.8,2
13351.0,66,1,323.94,2
13352.0,60,1,347.97999999999996,2
13354.0,71,1,743.53,2
13355.0,122,1,674.7,2
13356.0,80,1,767.92,2
13357.0,257,1,608.15,1
13358.0,269,1,389.03,1
13359.0,64,1,389.56,2
13362.0,9,4,3090.7400000000002,2
13363.0,18,2,892.5,2
13364.0,71,1,134.95999999999998,2
13365.0,34,2,2200.69,2
13366.0,50,1,39.0,2
13368.0,257,2,572.76,1
13369.0,366,1,228.28,1
13370.0,372,1,754.87,1
13372.0,90,1,328.64,2
13373.0,61,3,3312.25,2
13375.0,89,1,778.65,2
13376.0,99,3,869.76,2
13379.0,26,3,572.56,2
13381.0,32,6,3639.31,2
13382.0,281,1,222.99,1
13384.0,31,7,3953.01,2
13385.0,330,1,517.93,1
13388.0,131,2,643.78,1
13389.0,11,3,797.96,2
13390.0,75,1,544.08,2
13391.0,204,1,59.8,1
13394.0,2,8,2520.02,2
13395.0,185,1,307.08,1
13396.0,29,2,1352.6200000000001,2
13397.0,73,5,1544.13,2
13398.0,192,1,457.34,1
13402.0,127,2,621.23,1
13403.0,18,1,75.0,2
13404.0,1,2,252.49,2
13405.0,204,2,557.45,1
13410.0,24,5,1003.06,2
13411.0,107,1,210.6,2
13414.0,134,3,705.5,1
13416.0,44,2,712.5,2
13417.0,5,2,640.83,2
13418.0,12,18,5879.85,0
13419.0,64,1,221.06,2
13420.0,150,2,159.85,1
13421.0,40,2,1823.21,2
13422.0,64,1,2626.3,2
13425.0,108,3,1575.41,2
13426.0,1,10,3641.32,0
13427.0,19,3,582.6,2
13428.0,10,1,201.39000000000001,2
13429.0,11,4,1006.8,2
13430.0,19,2,679.45,2
13431.0,67,2,1269.1,2
13434.0,74,2,534.24,2
13435.0,5,7,3790.85,2
13436.0,2,1,196.57,2
13437.0,14,7,3373.54,2
13439.0,255,1,283.71,1
13441.0,92,1,296.64,2
13447.0,23,3,1129.1200000000001,2
13448.0,17,6,3534.37,2
13449.0,24,1,291.88,2
13450.0,27,6,2012.04,2
13451.0,26,5,2898.2599999999998,2
13452.0,259,2,33.26,1
13453.0,166,2,356.97999999999996,1
13455.0,25,2,1058.34,2
13456.0,18,6,1749.48,2
13458.0,7,14,9607.81,0
13460.0,29,2,183.44,2
13461.0,39,3,1445.0,2
13462.0,253,1,151.5,1
13464.0,58,1,674.36,2
13466.0,184,1,307.9,1
13467.0,11,2,1024.31,2
13470.0,99,2,165.0,2
13471.0,1,4,2483.65,2
13473.0,61,2,422.64,2
13474.0,236,1,224.34,1
13475.0,191,4,1423.46,1
13476.0,179,2,1021.41,1
13477.0,38,6,1454.58,2
13479.0,201,2,300.95,1
13481.0,46,5,1788.96,2
13482.0,232,1,184.64,1
13483.0,66,1,140.34,2
13484.0,241,1,313.8,1
13485.0,233,1,454.24,1
13486.0,78,3,1106.81,2
13487.0,58,3,575.4,2
13488.0,17,13,8886.84,0
13489.0,105,4,346.12,2
13491.0,52,10,1183.98,2
13492.0,136,3,1269.84,1
13493.0,275,2,455.35,1
13494.0,312,1,298.56,1
13495.0,8,5,2044.8700000000001,2
13496.0,11,2,653.33,2
13497.0,283,2,348.05,1
13499.0,18,5,1105.75,2
13500.0,23,3,1166.77,2
13501.0,288,1,1340.32,1
13502.0,17,3,292.0,2
13503.0,71,1,216.85,2
13504.0,64,1,295.93,2
13505.0,73,4,3603.12,2
13506.0,316,2,458.52,1
13507.0,3,4,2447.96,2
13508.0,244,1,110.97,1
13509.0,9,6,941.84,2
13510.0,1,4,1760.36,2
13512.0,261,1,251.21,1
13513.0,127,1,205.1,1
13514.0,74,1,152.20000000000002,2
13515.0,73,4,891.12,2
13516.0,21,3,1203.41,2
13517.0,60,3,2099.74,2
13518.0,86,1,627.16,2
13519.0,78,1,122.75,2
13520.0,59,6,2967.75,2
13521.0,1,3,1066.18,2
13522.0,30,1,125.80000000000001,2
13523.0,33,5,3665.9,2
13524.0,41,5,680.1800000000001,2
13525.0,15,2,454.78,2
13527.0,34,7,2242.36,2
13529.0,79,2,305.84000000000003,2
13531.0,205,2,483.8,1
13532.0,34,1,210.31,2
13533.0,183,3,269.09,1
13534.0,2,25,5870.08,0
13536.0,1,7,3444.39,2
13538.0,43,7,1280.85,2
