timestamp,last_updated,price_usd,price_24h_change,market_cap,market_cap_rank,total_volume,circulating_supply,developer_score,community_score,ath,atl,valid
2025-04-29T09:39:02.825544,2025-04-29T09:38:02.471Z,94951,0.14818,1.89E+12,1,29725139947,19857509,,,108786,67.81,TRUE
2025-04-29T09:39:08.902634,2025-04-29T09:38:02.471Z,94951,0.14818,1.89E+12,1,29725139947,19857509,,,108786,67.81,TRUE
2025-04-29T09:39:14.989377,2025-04-29T09:38:02.471Z,94951,0.14818,1.89E+12,1,29725139947,19857509,,,108786,67.81,TRUE
2025-04-29T09:39:21.042922,2025-04-29T09:38:02.471Z,94951,0.14818,1.89E+12,1,29725139947,19857509,,,108786,67.81,TRUE
2025-04-29T09:40:27.939030,2025-04-29T09:38:56.549Z,94951,0.14775,1.89E+12,1,29840240187,19857509,,,108786,67.81,TRUE
2025-04-29T09:40:34.049390,2025-04-29T09:40:02.686Z,94944,0.14034,1.89E+12,1,29847660285,19857509,,,108786,67.81,TRUE
2025-04-29T09:40:40.235824,2025-04-29T09:40:02.686Z,94944,0.14034,1.89E+12,1,29847660285,19857509,,,108786,67.81,TRUE
2025-04-29T09:40:46.472308,2025-04-29T09:40:02.686Z,94944,0.14034,1.89E+12,1,29847660285,19857509,,,108786,67.81,TRUE
2025-04-29T09:40:52.579723,2025-04-29T09:40:02.686Z,94944,0.14034,1.89E+12,1,29847660285,19857509,,,108786,67.81,TRUE
2025-04-29T09:41:58.954643,2025-04-29T09:41:05.146Z,94948,0.14552,1.89E+12,1,29856823398,19857509,,,108786,67.81,TRUE
2025-04-29T09:42:05.056521,2025-04-29T09:41:05.146Z,94948,0.14552,1.89E+12,1,29856823398,19857509,,,108786,67.81,TRUE
2025-04-29T09:42:11.120675,2025-04-29T09:41:05.146Z,94948,0.14552,1.89E+12,1,29856823398,19857509,,,108786,67.81,TRUE
2025-04-29T09:42:17.217980,2025-04-29T09:41:05.146Z,94948,0.14552,1.89E+12,1,29856823398,19857509,,,108786,67.81,TRUE
2025-04-29T09:42:23.261398,2025-04-29T09:41:05.146Z,94948,0.14552,1.89E+12,1,29856823398,19857509,,,108786,67.81,TRUE
2025-04-29T09:42:29.317191,2025-04-29T09:41:05.146Z,94948,0.14552,1.89E+12,1,29856823398,19857509,,,108786,67.81,TRUE
2025-04-29T09:43:36.038740,2025-04-29T09:42:00.087Z,94960,0.14591,1.89E+12,1,29870677212,19857509,,,108786,67.81,TRUE
2025-04-29T09:43:42.107032,2025-04-29T09:42:00.087Z,94960,0.14591,1.89E+12,1,29870677212,19857509,,,108786,67.81,TRUE
2025-04-29T09:43:48.212420,2025-04-29T09:42:00.087Z,94960,0.14591,1.89E+12,1,29870677212,19857509,,,108786,67.81,TRUE
2025-04-29T09:43:54.289810,2025-04-29T09:42:00.087Z,94960,0.14591,1.89E+12,1,29870677212,19857509,,,108786,67.81,TRUE
2025-04-29T09:44:00.396946,2025-04-29T09:42:00.087Z,94960,0.14591,1.89E+12,1,29870677212,19857509,,,108786,67.81,TRUE
2025-04-29T09:44:06.776134,2025-04-29T09:42:58.776Z,94962,0.14801,1.89E+12,1,29866138209,19857509,,,108786,67.81,TRUE
2025-04-29T09:45:13.498750,2025-04-29T09:44:02.178Z,94957,0.1429,1.89E+12,1,29822906016,19857509,,,108786,67.81,TRUE
2025-04-29T09:45:19.568029,2025-04-29T09:44:02.178Z,94957,0.1429,1.89E+12,1,29822906016,19857509,,,108786,67.81,TRUE
2025-04-29T09:45:25.695278,2025-04-29T09:44:02.178Z,94957,0.1429,1.89E+12,1,29822906016,19857509,,,108786,67.81,TRUE
2025-04-29T09:45:31.744105,2025-04-29T09:44:02.178Z,94957,0.1429,1.89E+12,1,29822906016,19857509,,,108786,67.81,TRUE
2025-04-29T09:45:37.848085,2025-04-29T09:45:06.206Z,94949,0.13413,1.89E+12,1,29809719843,19857509,,,108786,67.81,TRUE
2025-04-29T09:46:44.868172,2025-04-29T09:45:06.206Z,94949,0.13413,1.89E+12,1,29809719843,19857509,,,108786,67.81,TRUE
2025-04-29T09:46:50.914172,2025-04-29T09:45:06.206Z,94949,0.13413,1.89E+12,1,29809719843,19857509,,,108786,67.81,TRUE
2025-04-29T09:46:56.985017,2025-04-29T09:46:12.559Z,94942,0.13731,1.89E+12,1,29797688344,19857509,,,108786,67.81,TRUE
2025-04-29T09:47:03.055150,2025-04-29T09:46:12.559Z,94942,0.13731,1.89E+12,1,29797688344,19857509,,,108786,67.81,TRUE
2025-04-29T09:47:09.127005,2025-04-29T09:46:12.559Z,94942,0.13731,1.89E+12,1,29797688344,19857509,,,108786,67.81,TRUE
2025-04-29T09:47:15.230655,2025-04-29T09:46:12.559Z,94942,0.13731,1.89E+12,1,29797688344,19857509,,,108786,67.81,TRUE
2025-04-29T09:47:21.303456,2025-04-29T09:46:12.559Z,94942,0.13731,1.89E+12,1,29797688344,19857509,,,108786,67.81,TRUE
2025-04-29T09:48:28.231615,2025-04-29T09:47:06.966Z,94934,0.12922,1.89E+12,1,29815440941,19857509,,,108786,67.81,TRUE
2025-04-29T09:48:34.304445,2025-04-29T09:47:06.966Z,94934,0.12922,1.89E+12,1,29815440941,19857509,,,108786,67.81,TRUE
2025-04-29T09:48:40.392008,2025-04-29T09:48:11.773Z,94926,0.121,1.89E+12,1,29830105786,19857509,,,108786,67.81,TRUE
2025-04-29T09:48:46.704994,2025-04-29T09:48:11.773Z,94926,0.121,1.89E+12,1,29830105786,19857509,,,108786,67.81,TRUE
2025-04-29T09:48:52.770897,2025-04-29T09:48:11.773Z,94926,0.121,1.89E+12,1,29830105786,19857509,,,108786,67.81,TRUE
2025-04-29T09:49:59.274765,2025-04-29T09:49:04.986Z,94911,0.10465,1.89E+12,1,29793976821,19857509,,,108786,67.81,TRUE
2025-04-29T09:50:05.375926,2025-04-29T09:49:04.986Z,94911,0.10465,1.89E+12,1,29793976821,19857509,,,108786,67.81,TRUE
2025-04-29T09:50:11.499139,2025-04-29T09:49:04.986Z,94911,0.10465,1.89E+12,1,29793976821,19857509,,,108786,67.81,TRUE
2025-04-29T09:50:17.546583,2025-04-29T09:49:04.986Z,94911,0.10465,1.89E+12,1,29793976821,19857509,,,108786,67.81,TRUE
2025-04-29T09:50:23.632873,2025-04-29T09:49:04.986Z,94911,0.10465,1.89E+12,1,29793976821,19857509,,,108786,67.81,TRUE
2025-04-29T09:50:29.688400,2025-04-29T09:49:04.986Z,94911,0.10465,1.89E+12,1,29793976821,19857509,,,108786,67.81,TRUE
2025-04-29T09:51:36.879931,2025-04-29T09:50:11.655Z,94896,0.08929,1.89E+12,1,29791873463,19857509,,,108786,67.81,TRUE
2025-04-29T09:51:42.962591,2025-04-29T09:50:11.655Z,94896,0.08929,1.89E+12,1,29791873463,19857509,,,108786,67.81,TRUE
2025-04-29T09:51:49.049643,2025-04-29T09:50:11.655Z,94896,0.08929,1.89E+12,1,29791873463,19857509,,,108786,67.81,TRUE
2025-04-29T09:51:55.117927,2025-04-29T09:50:11.655Z,94896,0.08929,1.89E+12,1,29791873463,19857509,,,108786,67.81,TRUE
2025-04-29T09:52:01.178512,2025-04-29T09:51:18.327Z,94895,0.10657,1.89E+12,1,29774138027,19857509,,,108786,67.81,TRUE
2025-04-29T09:52:07.221343,2025-04-29T09:51:18.327Z,94895,0.10657,1.89E+12,1,29774138027,19857509,,,108786,67.81,TRUE
2025-04-29T09:53:13.919455,2025-04-29T09:52:14.897Z,94891,0.10277,1.88E+12,1,29644074962,19857509,,,108786,67.81,TRUE
2025-04-29T09:53:19.973505,2025-04-29T09:52:14.897Z,94891,0.10277,1.88E+12,1,29644074962,19857509,,,108786,67.81,TRUE
2025-04-29T09:53:26.113193,2025-04-29T09:52:14.897Z,94891,0.10277,1.88E+12,1,29644074962,19857509,,,108786,67.81,TRUE
2025-04-29T09:53:32.172757,2025-04-29T09:52:14.897Z,94891,0.10277,1.88E+12,1,29644074962,19857509,,,108786,67.81,TRUE
2025-04-29T09:53:38.224619,2025-04-29T09:52:14.897Z,94891,0.10277,1.88E+12,1,29644074962,19857509,,,108786,67.81,TRUE
2025-04-29T09:54:46.149991,2025-04-29T09:53:11.392Z,94900,0.11228,1.88E+12,1,29634746476,19857509,,,108786,67.81,TRUE
2025-04-29T09:54:52.215832,2025-04-29T09:53:11.392Z,94900,0.11228,1.88E+12,1,29634746476,19857509,,,108786,67.81,TRUE
2025-04-29T09:54:58.279326,2025-04-29T09:53:11.392Z,94900,0.11228,1.88E+12,1,29634746476,19857509,,,108786,67.81,TRUE
2025-04-29T09:55:04.370873,2025-04-29T09:54:20.715Z,94902,0.11386,1.88E+12,1,29733075662,19857509,,,108786,67.81,TRUE
2025-04-29T09:55:10.440493,2025-04-29T09:54:20.715Z,94902,0.11386,1.88E+12,1,29733075662,19857509,,,108786,67.81,TRUE
2025-04-29T09:55:16.613025,2025-04-29T09:54:20.715Z,94902,0.11386,1.88E+12,1,29733075662,19857509,,,108786,67.81,TRUE
2025-04-29T09:55:22.698870,2025-04-29T09:54:20.715Z,94902,0.11386,1.88E+12,1,29733075662,19857509,,,108786,67.81,TRUE
2025-04-29T09:56:29.482270,2025-04-29T09:55:15.191Z,94912,0.12447,1.88E+12,1,29733461399,19857509,,,108786,67.81,TRUE
2025-04-29T09:56:35.557378,2025-04-29T09:55:15.191Z,94912,0.12447,1.88E+12,1,29733461399,19857509,,,108786,67.81,TRUE
2025-04-29T09:56:41.619038,2025-04-29T09:55:15.191Z,94912,0.12447,1.88E+12,1,29733461399,19857509,,,108786,67.81,TRUE
2025-04-29T09:56:47.705778,2025-04-29T09:55:15.191Z,94912,0.12447,1.88E+12,1,29733461399,19857509,,,108786,67.81,TRUE
2025-04-29T09:56:53.786965,2025-04-29T09:55:15.191Z,94912,0.12447,1.88E+12,1,29733461399,19857509,,,108786,67.81,TRUE
2025-04-29T09:56:59.842868,2025-04-29T09:56:23.946Z,94923,0.15324,1.88E+12,1,29741172361,19857509,,,108786,67.81,TRUE
2025-04-29T09:58:07.176662,2025-04-29T09:57:28.597Z,94942,0.17317,1.88E+12,1,29735468942,19857509,,,108786,67.81,TRUE
2025-04-29T09:58:13.252519,2025-04-29T09:57:28.597Z,94942,0.17317,1.88E+12,1,29735468942,19857509,,,108786,67.81,TRUE
2025-04-29T09:58:19.388718,2025-04-29T09:57:28.597Z,94942,0.17317,1.88E+12,1,29735468942,19857509,,,108786,67.81,TRUE
2025-04-29T09:58:25.459990,2025-04-29T09:57:28.597Z,94942,0.17317,1.88E+12,1,29735468942,19857509,,,108786,67.81,TRUE
2025-04-29T09:58:31.545146,2025-04-29T09:57:28.597Z,94942,0.17317,1.88E+12,1,29735468942,19857509,,,108786,67.81,TRUE
2025-04-29T09:59:38.752930,2025-04-29T09:58:13.948Z,94961,0.19387,1.88E+12,1,29961447147,19857509,,,108786,67.81,TRUE
2025-04-29T09:59:44.840996,2025-04-29T09:58:13.948Z,94961,0.19387,1.88E+12,1,29961447147,19857509,,,108786,67.81,TRUE
2025-04-29T09:59:50.950848,2025-04-29T09:58:13.948Z,94961,0.19387,1.88E+12,1,29961447147,19857509,,,108786,67.81,TRUE
2025-04-29T09:59:57.315652,2025-04-29T09:58:13.948Z,94961,0.19387,1.88E+12,1,29961447147,19857509,,,108786,67.81,TRUE
2025-04-29T10:00:03.406068,2025-04-29T09:59:31.058Z,94978,0.21143,1.88E+12,1,29772092867,19857509,,,108786,67.81,TRUE
2025-04-29T10:00:09.466095,2025-04-29T09:59:31.058Z,94978,0.21143,1.88E+12,1,29772092867,19857509,,,108786,67.81,TRUE
2025-04-29T10:00:15.531826,2025-04-29T09:59:31.058Z,94978,0.21143,1.88E+12,1,29772092867,19857509,,,108786,67.81,TRUE
2025-04-29T10:01:22.267359,2025-04-29T10:00:32.652Z,94979,0.21302,1.89E+12,1,29770732398,19857509,,,108786,67.81,TRUE
2025-04-29T10:01:28.347344,2025-04-29T10:00:32.652Z,94979,0.21302,1.89E+12,1,29770732398,19857509,,,108786,67.81,TRUE
2025-04-29T10:01:34.500912,2025-04-29T10:00:32.652Z,94979,0.21302,1.89E+12,1,29770732398,19857509,,,108786,67.81,TRUE
2025-04-29T10:01:40.619392,2025-04-29T10:00:32.652Z,94979,0.21302,1.89E+12,1,29770732398,19857509,,,108786,67.81,TRUE
2025-04-29T10:01:46.744386,2025-04-29T10:00:32.652Z,94979,0.21302,1.89E+12,1,29770732398,19857509,,,108786,67.81,TRUE
2025-04-29T10:02:53.839453,2025-04-29T10:01:26.548Z,94983,0.21718,1.89E+12,1,29749040351,19857509,,,108786,67.81,TRUE
2025-04-29T10:02:59.915387,2025-04-29T10:01:26.548Z,94983,0.21718,1.89E+12,1,29749040351,19857509,,,108786,67.81,TRUE
2025-04-29T10:03:06.053311,2025-04-29T10:01:26.548Z,94983,0.21718,1.89E+12,1,29749040351,19857509,,,108786,67.81,TRUE
2025-04-29T10:03:12.549061,2025-04-29T10:01:26.548Z,94983,0.21718,1.89E+12,1,29749040351,19857509,,,108786,67.81,TRUE
2025-04-29T10:03:18.675405,2025-04-29T10:01:26.548Z,94983,0.21718,1.89E+12,1,29749040351,19857509,,,108786,67.81,TRUE
2025-04-29T10:03:24.797958,2025-04-29T10:02:20.095Z,94989,0.2495,1.89E+12,1,29694503618,19857509,,,108786,67.81,TRUE
2025-04-29T10:04:31.651323,2025-04-29T10:03:38.222Z,95007,0.2683,1.89E+12,1,29642167258,19857509,,,108786,67.81,TRUE
2025-04-29T10:04:37.730308,2025-04-29T10:03:38.222Z,95007,0.2683,1.89E+12,1,29642167258,19857509,,,108786,67.81,TRUE
2025-04-29T10:04:43.830155,2025-04-29T10:03:38.222Z,95007,0.2683,1.89E+12,1,29642167258,19857509,,,108786,67.81,TRUE
2025-04-29T10:04:49.928685,2025-04-29T10:03:38.222Z,95007,0.2683,1.89E+12,1,29642167258,19857509,,,108786,67.81,TRUE
2025-04-29T10:04:55.997629,2025-04-29T10:03:38.222Z,95007,0.2683,1.89E+12,1,29642167258,19857509,,,108786,67.81,TRUE
2025-04-29T10:05:02.098781,2025-04-29T10:03:38.222Z,95007,0.2683,1.89E+12,1,29642167258,19857509,,,108786,67.81,TRUE
2025-04-29T10:06:09.219263,2025-04-29T10:04:35.218Z,94999,0.26006,1.89E+12,1,29615408670,19857509,,,108786,67.81,TRUE
2025-04-29T10:06:15.364806,2025-04-29T10:04:35.218Z,94999,0.26006,1.89E+12,1,29615408670,19857509,,,108786,67.81,TRUE
2025-04-29T10:06:21.634595,2025-04-29T10:04:35.218Z,94999,0.26006,1.89E+12,1,29615408670,19857509,,,108786,67.81,TRUE
2025-04-29T10:06:27.728235,2025-04-29T10:04:35.218Z,94999,0.26006,1.89E+12,1,29615408670,19857509,,,108786,67.81,TRUE
2025-04-29T10:06:33.817846,2025-04-29T10:04:35.218Z,94999,0.26006,1.89E+12,1,29615408670,19857509,,,108786,67.81,TRUE
2025-04-29T10:07:40.696822,2025-04-29T10:06:39.474Z,94984,0.24385,1.89E+12,1,29620442745,19857509,,,108786,67.81,TRUE
2025-04-29T10:07:46.816977,2025-04-29T10:06:39.474Z,94984,0.24385,1.89E+12,1,29620442745,19857509,,,108786,67.81,TRUE
2025-04-29T10:07:52.919596,2025-04-29T10:06:39.474Z,94984,0.24385,1.89E+12,1,29620442745,19857509,,,108786,67.81,TRUE
2025-04-29T10:07:59.048555,2025-04-29T10:06:39.474Z,94984,0.24385,1.89E+12,1,29620442745,19857509,,,108786,67.81,TRUE
2025-04-29T10:08:05.135768,2025-04-29T10:06:39.474Z,94984,0.24385,1.89E+12,1,29620442745,19857509,,,108786,67.81,TRUE
2025-04-29T10:08:11.313198,2025-04-29T10:06:39.474Z,94984,0.24385,1.89E+12,1,29620442745,19857509,,,108786,67.81,TRUE
2025-04-29T10:08:17.752391,2025-04-29T10:06:39.474Z,94984,0.24385,1.89E+12,1,29620442745,19857509,,,108786,67.81,TRUE
2025-04-29T10:09:25.247021,2025-04-29T10:08:48.285Z,94977,0.2102,1.89E+12,1,29574599182,19857509,,,108786,67.81,TRUE
2025-04-29T10:09:31.345528,2025-04-29T10:08:48.285Z,94977,0.2102,1.89E+12,1,29574599182,19857509,,,108786,67.81,TRUE
2025-04-29T10:09:37.770753,2025-04-29T10:08:48.285Z,94977,0.2102,1.89E+12,1,29574599182,19857509,,,108786,67.81,TRUE
2025-04-29T10:09:43.853011,2025-04-29T10:08:48.285Z,94977,0.2102,1.89E+12,1,29574599182,19857509,,,108786,67.81,TRUE
2025-04-29T10:09:49.957489,2025-04-29T10:08:48.285Z,94977,0.2102,1.89E+12,1,29574599182,19857509,,,108786,67.81,TRUE
2025-04-29T10:10:56.809115,2025-04-29T10:09:41.589Z,94967,0.19998,1.89E+12,1,29554408980,19857509,,,108786,67.81,TRUE
2025-04-29T10:11:02.892014,2025-04-29T10:09:41.589Z,94967,0.19998,1.89E+12,1,29554408980,19857509,,,108786,67.81,TRUE
2025-04-29T10:11:08.964842,2025-04-29T10:09:41.589Z,94967,0.19998,1.89E+12,1,29554408980,19857509,,,108786,67.81,TRUE
2025-04-29T10:11:15.103843,2025-04-29T10:10:48.868Z,94954,0.18638,1.89E+12,1,29546174812,19857509,,,108786,67.81,TRUE
2025-04-29T10:11:21.192377,2025-04-29T10:10:48.868Z,94954,0.18638,1.89E+12,1,29546174812,19857509,,,108786,67.81,TRUE
2025-04-29T10:11:27.328242,2025-04-29T10:10:48.868Z,94954,0.18638,1.89E+12,1,29546174812,19857509,,,108786,67.81,TRUE
2025-04-29T10:12:34.359578,2025-04-29T10:11:42.221Z,94956,0.21546,1.89E+12,1,29544476357,19857509,,,108786,67.81,TRUE
2025-04-29T10:12:40.431907,2025-04-29T10:11:42.221Z,94956,0.21546,1.89E+12,1,29544476357,19857509,,,108786,67.81,TRUE
2025-04-29T10:12:46.538956,2025-04-29T10:11:42.221Z,94956,0.21546,1.89E+12,1,29544476357,19857509,,,108786,67.81,TRUE
2025-04-29T10:12:52.613670,2025-04-29T10:11:42.221Z,94956,0.21546,1.89E+12,1,29544476357,19857509,,,108786,67.81,TRUE
2025-04-29T10:12:58.673308,2025-04-29T10:11:42.221Z,94956,0.21546,1.89E+12,1,29544476357,19857509,,,108786,67.81,TRUE
2025-04-29T10:13:04.799543,2025-04-29T10:11:42.221Z,94956,0.21546,1.89E+12,1,29544476357,19857509,,,108786,67.81,TRUE
2025-04-29T10:14:11.760308,2025-04-29T10:13:55.752Z,94988,0.24925,1.89E+12,1,29686405500,19857509,,,108786,67.81,TRUE
2025-04-29T10:14:18.026755,2025-04-29T10:13:55.752Z,94988,0.24925,1.89E+12,1,29686405500,19857509,,,108786,67.81,TRUE
2025-04-29T10:14:24.130275,2025-04-29T10:13:55.752Z,94988,0.24925,1.89E+12,1,29686405500,19857509,,,108786,67.81,TRUE
2025-04-29T10:14:30.937823,2025-04-29T10:13:55.752Z,94988,0.24925,1.89E+12,1,29686405500,19857509,,,108786,67.81,TRUE
2025-04-29T10:14:37.080351,2025-04-29T10:13:55.752Z,94988,0.24925,1.89E+12,1,29686405500,19857509,,,108786,67.81,TRUE
2025-04-29T10:15:44.509114,2025-04-29T10:14:50.205Z,94993,0.25411,1.89E+12,1,29512156933,19857509,,,108786,67.81,TRUE
2025-04-29T10:15:50.600891,2025-04-29T10:14:50.205Z,94993,0.25411,1.89E+12,1,29512156933,19857509,,,108786,67.81,TRUE
2025-04-29T10:15:56.697373,2025-04-29T10:14:50.205Z,94993,0.25411,1.89E+12,1,29512156933,19857509,,,108786,67.81,TRUE
2025-04-29T10:16:02.808308,2025-04-29T10:14:50.205Z,94993,0.25411,1.89E+12,1,29512156933,19857509,,,108786,67.81,TRUE
2025-04-29T10:16:08.900879,2025-04-29T10:14:50.205Z,94993,0.25411,1.89E+12,1,29512156933,19857509,,,108786,67.81,TRUE
2025-04-29T10:16:15.026491,2025-04-29T10:15:55.018Z,95000,0.31342,1.89E+12,1,29765860083,19857509,,,108786,67.81,TRUE
2025-04-29T10:16:21.137472,2025-04-29T10:15:55.018Z,95000,0.31342,1.89E+12,1,29765860083,19857509,,,108786,67.81,TRUE
2025-04-29T10:17:28.525148,2025-04-29T10:16:47.497Z,95006,0.31904,1.89E+12,1,29748465325,19857509,,,108786,67.81,TRUE
2025-04-29T10:17:34.605398,2025-04-29T10:16:47.497Z,95006,0.31904,1.89E+12,1,29748465325,19857509,,,108786,67.81,TRUE
2025-04-29T10:17:40.672649,2025-04-29T10:16:47.497Z,95006,0.31904,1.89E+12,1,29748465325,19857509,,,108786,67.81,TRUE
2025-04-29T10:17:46.782051,2025-04-29T10:16:47.497Z,95006,0.31904,1.89E+12,1,29748465325,19857509,,,108786,67.81,TRUE
2025-04-29T10:17:52.881854,2025-04-29T10:16:47.497Z,95006,0.31904,1.89E+12,1,29748465325,19857509,,,108786,67.81,TRUE
2025-04-29T10:18:59.724214,2025-04-29T10:17:50.077Z,95018,0.33228,1.89E+12,1,29748367185,19857509,,,108786,67.81,TRUE
2025-04-29T10:19:05.860048,2025-04-29T10:17:50.077Z,95018,0.33228,1.89E+12,1,29748367185,19857509,,,108786,67.81,TRUE
2025-04-29T10:19:11.911014,2025-04-29T10:17:50.077Z,95018,0.33228,1.89E+12,1,29748367185,19857509,,,108786,67.81,TRUE
2025-04-29T10:19:18.281957,2025-04-29T10:17:50.077Z,95018,0.33228,1.89E+12,1,29748367185,19857509,,,108786,67.81,TRUE
2025-04-29T10:19:24.384976,2025-04-29T10:17:50.077Z,95018,0.33228,1.89E+12,1,29748367185,19857509,,,108786,67.81,TRUE
2025-04-29T10:19:30.465000,2025-04-29T10:17:50.077Z,95018,0.33228,1.89E+12,1,29748367185,19857509,,,108786,67.81,TRUE
2025-04-29T10:20:37.501071,2025-04-29T10:20:03.031Z,95002,0.31516,1.89E+12,1,29721340088,19857509,,,108786,67.81,TRUE
2025-04-29T10:20:43.611687,2025-04-29T10:20:03.031Z,95002,0.31516,1.89E+12,1,29721340088,19857509,,,108786,67.81,TRUE
2025-04-29T10:20:49.738632,2025-04-29T10:20:03.031Z,95002,0.31516,1.89E+12,1,29721340088,19857509,,,108786,67.81,TRUE
2025-04-29T10:20:55.915336,2025-04-29T10:20:03.031Z,95002,0.31516,1.89E+12,1,29721340088,19857509,,,108786,67.81,TRUE
2025-04-29T10:21:02.011498,2025-04-29T10:20:03.031Z,95002,0.31516,1.89E+12,1,29721340088,19857509,,,108786,67.81,TRUE
2025-04-29T10:21:08.301125,2025-04-29T10:20:03.031Z,95002,0.31516,1.89E+12,1,29721340088,19857509,,,108786,67.81,TRUE
2025-04-29T10:21:15.229427,2025-04-29T10:20:03.031Z,95002,0.31516,1.89E+12,1,29721340088,19857509,,,108786,67.81,TRUE
2025-04-29T10:22:22.201200,2025-04-29T10:20:56.432Z,94979,0.29087,1.89E+12,1,29725933566,19857509,,,108786,67.81,TRUE
2025-04-29T10:22:28.341670,2025-04-29T10:20:56.432Z,94979,0.29087,1.89E+12,1,29725933566,19857509,,,108786,67.81,TRUE
2025-04-29T10:22:34.419055,2025-04-29T10:20:56.432Z,94979,0.29087,1.89E+12,1,29725933566,19857509,,,108786,67.81,TRUE
2025-04-29T10:22:40.513871,2025-04-29T10:22:05.220Z,94964,0.42032,1.89E+12,1,29688626384,19857509,,,108786,67.81,TRUE
2025-04-29T10:22:46.603752,2025-04-29T10:22:05.220Z,94964,0.42032,1.89E+12,1,29688626384,19857509,,,108786,67.81,TRUE
2025-04-29T10:23:53.407123,2025-04-29T10:22:56.908Z,94955,0.41093,1.89E+12,1,29500755036,19857509,,,108786,67.81,TRUE
2025-04-29T10:23:59.512863,2025-04-29T10:22:56.908Z,94955,0.41093,1.89E+12,1,29500755036,19857509,,,108786,67.81,TRUE
2025-04-29T10:24:05.694315,2025-04-29T10:22:56.908Z,94955,0.41093,1.89E+12,1,29500755036,19857509,,,108786,67.81,TRUE
2025-04-29T10:24:11.777246,2025-04-29T10:22:56.908Z,94955,0.41093,1.89E+12,1,29500755036,19857509,,,108786,67.81,TRUE
2025-04-29T10:24:17.919286,2025-04-29T10:22:56.908Z,94955,0.41093,1.89E+12,1,29500755036,19857509,,,108786,67.81,TRUE
2025-04-29T10:24:24.049024,2025-04-29T10:22:56.908Z,94955,0.41093,1.89E+12,1,29500755036,19857509,,,108786,67.81,TRUE
2025-04-29T10:24:30.284218,2025-04-29T10:22:56.908Z,94955,0.41093,1.89E+12,1,29500755036,19857509,,,108786,67.81,TRUE
2025-04-29T10:25:37.332492,2025-04-29T10:24:56.945Z,94934,0.3889,1.89E+12,1,29393771188,19857509,,,108786,67.81,TRUE
2025-04-29T10:25:43.425355,2025-04-29T10:24:56.945Z,94934,0.3889,1.89E+12,1,29393771188,19857509,,,108786,67.81,TRUE
2025-04-29T10:25:49.515444,2025-04-29T10:24:56.945Z,94934,0.3889,1.89E+12,1,29393771188,19857509,,,108786,67.81,TRUE
