timestamp,energy_mwh,temp_c,cloud_cover,solar_radiation,wind_speed
2024-01-03 09:00:00,11.332,4.05,0.462,0.235,3.47
2024-01-03 10:00:00,11.424,3.16,0.562,0.243,3.74
2024-01-03 11:00:00,21.586,1.69,0.103,0.443,2.45
2024-01-03 12:00:00,8.188,4.95,0.814,0.173,3.61
2024-01-03 13:00:00,21.737,4.35,0.033,0.47,2.19
2024-01-03 14:00:00,20.697,-0.98,0.054,0.422,0.76
2024-01-03 15:00:00,16.692,1.0,0.158,0.325,2.93
2024-01-03 16:00:00,10.689,0.86,0.285,0.213,1.97
2024-01-03 17:00:00,5.03,-0.23,0.395,0.104,4.13
2024-01-03 18:00:00,0.0,0.33,0.361,0.0,1.13
2024-01-03 19:00:00,0.63,-0.54,0.405,0.0,4.55
2024-01-03 20:00:00,0.307,-2.27,0.263,0.0,1.48
2024-01-03 21:00:00,0.0,-0.15,0.743,0.0,3.27
2024-01-03 22:00:00,0.0,-1.86,0.284,0.0,3.09
2024-01-03 23:00:00,0.0,-3.31,0.345,0.0,3.53
2024-01-04 00:00:00,0.26,-3.24,0.162,0.0,2.26
2024-01-04 01:00:00,0.0,-0.61,0.367,0.0,3.81
2024-01-04 02:00:00,0.115,-2.43,0.656,0.0,3.33
2024-01-04 03:00:00,0.411,-1.24,0.747,0.0,3.92
2024-01-04 04:00:00,0.093,-0.26,0.537,0.0,3.37
2024-01-04 05:00:00,0.39,1.23,0.424,0.0,2.84
2024-01-04 06:00:00,0.0,1.29,0.333,0.0,1.45
2024-01-04 07:00:00,3.605,0.56,0.544,0.087,3.61
2024-01-04 08:00:00,11.185,4.02,0.275,0.218,2.73
2024-01-04 09:00:00,11.576,2.44,0.51,0.223,4.39
2024-01-04 10:00:00,15.294,5.45,0.412,0.3,2.21
2024-01-04 11:00:00,15.657,3.29,0.453,0.312,2.85
2024-01-04 12:00:00,11.586,4.14,0.664,0.236,4.96
2024-01-04 13:00:00,21.765,2.9,0.144,0.433,2.67
2024-01-04 14:00:00,14.585,3.1,0.447,0.287,3.78
2024-01-04 15:00:00,13.45,1.48,0.376,0.264,3.49
2024-01-04 16:00:00,9.888,0.31,0.505,0.166,3.88
2024-01-04 17:00:00,4.114,0.56,0.491,0.093,4.93
2024-01-04 18:00:00,1.936,1.51,0.456,0.0,3.44
2024-01-04 19:00:00,0.0,-2.42,0.633,0.0,3.09
2024-01-04 20:00:00,0.231,-1.62,0.741,0.0,4.74
2024-01-04 21:00:00,0.0,-2.88,0.355,0.0,2.61
2024-01-04 22:00:00,0.184,-2.37,0.26,0.0,2.69
2024-01-04 23:00:00,0.589,-2.82,0.086,0.0,2.55
2024-01-05 00:00:00,0.02,-5.15,0.784,0.0,3.69
2024-01-05 01:00:00,0.584,-2.32,0.188,0.0,2.16
2024-01-05 02:00:00,0.0,-0.26,0.332,0.0,3.38
2024-01-05 03:00:00,0.0,-1.66,0.377,0.0,2.69
2024-01-05 04:00:00,0.376,1.14,0.233,0.0,3.48
2024-01-05 05:00:00,0.018,1.03,0.349,0.0,2.26
2024-01-05 06:00:00,0.0,1.31,0.738,0.0,3.42
2024-01-05 07:00:00,7.383,3.25,0.025,0.153,3.6
2024-01-05 08:00:00,11.441,3.45,0.261,0.224,1.56
2024-01-05 09:00:00,14.726,3.44,0.255,0.304,2.74
2024-01-05 10:00:00,13.865,4.26,0.497,0.273,4.97
2024-01-05 11:00:00,22.441,3.18,0.154,0.435,2.44
2024-01-05 12:00:00,21.539,0.66,0.254,0.406,3.84
2024-01-05 13:00:00,20.641,1.7,0.251,0.396,3.27
2024-01-05 14:00:00,15.839,-0.63,0.381,0.315,3.14
2024-01-05 15:00:00,14.634,1.6,0.303,0.29,2.8
2024-01-05 16:00:00,11.563,1.11,0.208,0.236,0.93
2024-01-05 17:00:00,3.822,0.39,0.592,0.082,3.52
2024-01-05 18:00:00,0.523,-0.88,0.671,0.0,4.2
2024-01-05 19:00:00,0.0,-0.92,0.517,0.0,3.74
2024-01-05 20:00:00,0.22,-4.45,0.719,0.0,6.13
2024-01-05 21:00:00,0.0,-2.99,0.213,0.0,2.86
2024-01-05 22:00:00,0.822,-4.66,0.519,0.0,4.06
2024-01-05 23:00:00,0.0,-3.29,0.258,0.0,3.71
2024-01-06 00:00:00,0.653,-0.61,0.563,0.0,4.12
2024-01-06 01:00:00,0.0,-0.76,0.412,0.0,3.17
2024-01-06 02:00:00,0.0,-0.65,0.501,0.0,3.44
2024-01-06 03:00:00,0.797,-0.94,0.172,0.0,2.24
2024-01-06 04:00:00,0.0,-1.14,0.611,0.0,4.19
2024-01-06 05:00:00,0.0,1.05,0.665,0.0,3.86
2024-01-06 06:00:00,0.0,2.89,0.033,0.0,2.6
2024-01-06 07:00:00,7.822,2.67,0.092,0.146,1.47
2024-01-06 08:00:00,8.453,0.75,0.553,0.16,3.78
2024-01-06 09:00:00,14.242,3.08,0.301,0.294,4.14
2024-01-06 10:00:00,15.624,0.76,0.378,0.32,2.95
2024-01-06 11:00:00,23.228,3.92,0.113,0.456,3.81
2024-01-06 12:00:00,17.927,1.82,0.42,0.343,3.39
2024-01-06 13:00:00,15.249,0.71,0.488,0.306,3.42
2024-01-06 14:00:00,12.662,2.53,0.578,0.247,3.83
2024-01-06 15:00:00,8.284,1.5,0.749,0.155,4.0
2024-01-06 16:00:00,14.618,0.33,0.088,0.267,0.68
2024-01-06 17:00:00,5.231,1.91,0.311,0.118,3.64
2024-01-06 18:00:00,0.0,-0.68,0.452,0.0,5.11
2024-01-06 19:00:00,0.0,-2.84,0.451,0.0,3.74
2024-01-06 20:00:00,0.497,-1.92,0.44,0.0,3.75
2024-01-06 21:00:00,0.0,-3.19,0.299,0.0,2.75
2024-01-06 22:00:00,0.187,-1.43,0.282,0.0,3.77
2024-01-06 23:00:00,0.073,-2.51,0.286,0.0,2.83
2024-01-07 00:00:00,0.001,-2.07,0.116,0.0,2.56
2024-01-07 01:00:00,0.064,-3.78,0.259,0.0,1.53
2024-01-07 02:00:00,0.618,-1.35,0.381,0.0,2.72
2024-01-07 03:00:00,0.0,-0.77,0.703,0.0,4.4
2024-01-07 04:00:00,0.0,-1.16,0.638,0.0,4.64
2024-01-07 05:00:00,0.0,0.58,0.723,0.0,4.92
2024-01-07 06:00:00,0.136,2.1,0.208,0.0,1.36
2024-01-07 07:00:00,5.591,2.19,0.357,0.114,1.89
2024-01-07 08:00:00,7.148,0.98,0.69,0.13,4.54
2024-01-07 09:00:00,7.19,2.64,0.792,0.144,3.78
2024-01-07 10:00:00,15.391,2.51,0.408,0.313,3.94
2024-01-07 11:00:00,21.799,3.2,0.171,0.439,1.21
2024-01-07 12:00:00,20.267,2.77,0.331,0.385,2.91
2024-01-07 13:00:00,17.013,1.7,0.367,0.359,3.07
2024-01-07 14:00:00,13.992,1.03,0.477,0.287,3.82
2024-01-07 15:00:00,8.701,0.93,0.697,0.174,3.27
2024-01-07 16:00:00,10.034,1.23,0.354,0.208,1.49
2024-01-07 17:00:00,3.562,-0.37,0.739,0.065,4.35
2024-01-07 18:00:00,0.0,0.28,0.735,0.0,4.63
2024-01-07 19:00:00,0.154,-0.69,0.705,0.0,4.92
2024-01-07 20:00:00,0.071,-0.73,0.213,0.0,2.35
2024-01-07 21:00:00,0.0,-1.18,0.566,0.0,4.32
2024-01-07 22:00:00,0.0,-1.05,0.131,0.0,2.78
2024-01-07 23:00:00,0.106,-4.21,0.171,0.0,3.57
2024-01-08 00:00:00,0.0,-1.73,0.661,0.0,3.94
2024-01-08 01:00:00,0.0,-0.56,0.206,0.0,1.23
2024-01-08 02:00:00,0.294,0.27,0.175,0.0,2.47
2024-01-08 03:00:00,0.714,-1.61,0.677,0.0,4.1
2024-01-08 04:00:00,1.41,0.88,0.359,0.0,3.49
2024-01-08 05:00:00,0.0,0.96,0.218,0.0,1.43
2024-01-08 06:00:00,0.0,3.81,0.262,0.0,2.54
2024-01-08 07:00:00,4.018,0.55,0.678,0.074,4.73
2024-01-08 08:00:00,15.018,1.77,0.07,0.278,2.13
2024-01-08 09:00:00,9.178,0.82,0.73,0.165,3.95
2024-01-08 10:00:00,9.665,3.27,0.704,0.206,5.64
2024-01-08 11:00:00,18.548,5.71,0.346,0.373,2.18
2024-01-08 12:00:00,22.357,2.64,0.219,0.437,3.64
2024-01-08 13:00:00,23.378,2.34,0.142,0.457,3.24
2024-01-08 14:00:00,8.991,2.25,0.792,0.173,4.19
2024-01-08 15:00:00,16.59,0.73,0.189,0.337,2.54
2024-01-08 16:00:00,13.365,0.53,0.144,0.26,2.4
2024-01-08 17:00:00,5.798,-0.21,0.441,0.105,3.47
2024-01-08 18:00:00,0.0,-2.42,0.783,0.0,3.87
2024-01-08 19:00:00,0.798,-2.14,0.715,0.0,3.8
2024-01-08 20:00:00,0.595,-1.61,0.209,0.0,2.34
2024-01-08 21:00:00,0.0,-1.69,0.314,0.0,2.68
2024-01-08 22:00:00,0.555,-1.35,0.09,0.0,2.02
2024-01-08 23:00:00,0.488,-2.4,0.161,0.0,0.69
2024-01-09 00:00:00,0.511,-2.05,0.487,0.0,3.54
2024-01-09 01:00:00,0.946,-1.1,0.433,0.0,2.88
2024-01-09 02:00:00,0.0,-2.09,0.07,0.0,0.72
2024-01-09 03:00:00,0.199,-1.42,0.429,0.0,3.01
2024-01-09 04:00:00,0.0,-0.03,0.182,0.0,2.24
2024-01-09 05:00:00,0.669,-0.63,0.19,0.0,3.59
2024-01-09 06:00:00,0.612,2.11,0.38,0.0,2.71
2024-01-09 07:00:00,7.192,3.5,0.277,0.128,3.37
2024-01-09 08:00:00,5.048,1.87,0.78,0.112,5.44
2024-01-09 09:00:00,14.06,3.54,0.412,0.27,2.73
2024-01-09 10:00:00,20.722,2.36,0.196,0.402,2.55
2024-01-09 11:00:00,12.837,1.8,0.616,0.265,5.23
2024-01-09 12:00:00,19.865,5.18,0.354,0.385,3.25
2024-01-09 13:00:00,15.244,1.04,0.533,0.299,3.9
2024-01-09 14:00:00,17.553,0.08,0.277,0.371,2.5
2024-01-09 15:00:00,12.648,1.15,0.486,0.246,4.01
2024-01-09 16:00:00,13.502,0.44,0.079,0.279,2.21
2024-01-09 17:00:00,3.725,0.14,0.529,0.095,2.12
2024-01-09 18:00:00,0.22,1.02,0.269,0.0,2.52
2024-01-09 19:00:00,0.0,-2.93,0.156,0.0,1.52
2024-01-09 20:00:00,0.842,-3.17,0.453,0.0,3.45
2024-01-09 21:00:00,0.109,-0.85,0.133,0.0,1.67
2024-01-09 22:00:00,0.467,-1.75,0.301,0.0,3.28
2024-01-09 23:00:00,0.305,-1.82,0.499,0.0,3.53
2024-01-10 00:00:00,0.613,-3.16,0.611,0.0,2.83
2024-01-10 01:00:00,0.0,-0.62,0.486,0.0,3.06
2024-01-10 02:00:00,0.119,-0.39,0.203,0.0,3.11
2024-01-10 03:00:00,0.0,-0.4,0.337,0.0,3.93
2024-01-10 04:00:00,0.392,-0.55,0.078,0.0,1.51
2024-01-10 05:00:00,0.153,1.05,0.335,0.0,2.13
2024-01-10 06:00:00,0.0,3.63,0.326,0.0,4.54
2024-01-10 07:00:00,3.343,0.96,0.716,0.071,4.14
2024-01-10 08:00:00,11.824,1.79,0.353,0.217,3.13
2024-01-10 09:00:00,15.938,2.29,0.21,0.339,2.04
2024-01-10 10:00:00,15.354,2.65,0.477,0.299,3.6
2024-01-10 11:00:00,20.85,3.03,0.299,0.402,4.27
2024-01-10 12:00:00,16.196,3.9,0.521,0.317,3.77
2024-01-10 13:00:00,20.199,2.82,0.35,0.38,3.9
2024-01-10 14:00:00,16.304,1.72,0.435,0.315,3.33
2024-01-10 15:00:00,15.55,1.26,0.31,0.306,2.11
2024-01-10 16:00:00,10.243,0.9,0.379,0.21,2.59
2024-01-10 17:00:00,6.279,-2.65,0.341,0.121,2.13
2024-01-10 18:00:00,0.409,-0.07,0.534,0.0,3.78
2024-01-10 19:00:00,0.002,-2.97,0.114,0.0,3.32
2024-01-10 20:00:00,0.0,-2.98,0.355,0.0,3.19
2024-01-10 21:00:00,0.0,-2.34,0.389,0.0,2.92
2024-01-10 22:00:00,0.111,-2.94,0.753,0.0,3.63
2024-01-10 23:00:00,0.0,-2.17,0.587,0.0,4.04
2024-01-11 00:00:00,0.0,-2.25,0.295,0.0,1.9
2024-01-11 01:00:00,0.0,-2.29,0.78,0.0,3.43
2024-01-11 02:00:00,0.5,0.51,0.417,0.0,3.97
2024-01-11 03:00:00,0.692,0.25,0.587,0.0,3.54
2024-01-11 04:00:00,0.047,0.54,0.595,0.0,3.55
2024-01-11 05:00:00,1.099,1.79,0.787,0.0,4.23
2024-01-11 06:00:00,0.808,0.83,0.433,0.0,3.88
2024-01-11 07:00:00,4.025,4.91,0.694,0.075,4.22
2024-01-11 08:00:00,12.396,1.47,0.231,0.249,2.1
2024-01-11 09:00:00,9.248,3.21,0.677,0.189,3.47
2024-01-11 10:00:00,15.044,2.84,0.498,0.294,3.34
2024-01-11 11:00:00,17.299,2.69,0.438,0.348,3.55
2024-01-11 12:00:00,21.26,2.23,0.299,0.419,2.87
2024-01-11 13:00:00,11.749,1.37,0.718,0.228,4.06
2024-01-11 14:00:00,15.342,3.1,0.459,0.31,3.41
2024-01-11 15:00:00,13.926,-0.49,0.446,0.265,3.31
2024-01-11 16:00:00,10.411,1.36,0.387,0.211,2.54
2024-01-11 17:00:00,8.084,0.18,0.05,0.161,3.03
2024-01-11 18:00:00,0.0,-1.78,0.658,0.0,3.59
2024-01-11 19:00:00,0.0,-1.3,0.188,0.0,2.67
2024-01-11 20:00:00,1.295,-2.61,0.679,0.0,2.39
2024-01-11 21:00:00,0.0,-4.04,0.631,0.0,3.72
2024-01-11 22:00:00,0.263,-4.13,0.434,0.0,2.42
2024-01-11 23:00:00,0.0,-1.93,0.155,0.0,1.68
2024-01-12 00:00:00,0.0,-1.66,0.133,0.0,4.34
2024-01-12 01:00:00,0.335,-1.62,0.429,0.0,3.49
2024-01-12 02:00:00,0.0,-1.76,0.396,0.0,4.17
2024-01-12 03:00:00,0.191,-0.79,0.098,0.0,2.98
2024-01-12 04:00:00,0.594,-0.18,0.382,0.0,3.93
2024-01-12 05:00:00,0.141,-1.11,0.12,0.0,2.2
2024-01-12 06:00:00,0.197,1.79,0.248,0.0,4.03
2024-01-12 07:00:00,4.957,2.96,0.445,0.11,4.01
2024-01-12 08:00:00,14.651,2.89,0.101,0.285,2.34
2024-01-12 09:00:00,17.529,5.23,0.194,0.353,2.79
2024-01-12 10:00:00,17.464,2.01,0.308,0.373,2.81
2024-01-12 11:00:00,16.689,2.32,0.503,0.324,3.55
2024-01-12 12:00:00,20.085,2.97,0.379,0.388,3.1
2024-01-12 13:00:00,24.429,2.63,0.163,0.471,2.8
2024-01-12 14:00:00,18.755,-0.57,0.369,0.349,4.5
2024-01-12 15:00:00,13.746,1.71,0.455,0.266,2.4
2024-01-12 16:00:00,13.246,0.51,0.205,0.259,3.53
2024-01-12 17:00:00,6.576,-3.11,0.38,0.118,2.85
2024-01-12 18:00:00,0.0,-1.43,0.756,0.0,5.28
2024-01-12 19:00:00,0.0,-2.88,0.194,0.0,2.31
2024-01-12 20:00:00,0.0,-2.93,0.591,0.0,4.1
2024-01-12 21:00:00,0.766,-4.29,0.811,0.0,4.31
2024-01-12 22:00:00,0.0,-2.29,0.211,0.0,1.25
2024-01-12 23:00:00,0.279,-0.57,0.205,0.0,4.01
2024-01-13 00:00:00,0.344,-2.03,0.637,0.0,3.16
2024-01-13 01:00:00,0.147,-4.46,0.236,0.0,2.78
2024-01-13 02:00:00,0.0,-0.91,0.167,0.0,1.66
2024-01-13 03:00:00,0.206,-0.76,0.203,0.0,1.54
2024-01-13 04:00:00,0.0,-1.07,0.712,0.0,3.97
2024-01-13 05:00:00,1.022,1.45,0.139,0.0,1.94
2024-01-13 06:00:00,0.682,2.81,0.104,0.0,1.38
2024-01-13 07:00:00,6.012,1.57,0.344,0.125,3.0
2024-01-13 08:00:00,7.628,0.87,0.726,0.131,2.99
2024-01-13 09:00:00,13.367,0.73,0.472,0.263,3.52
2024-01-13 10:00:00,15.052,2.45,0.449,0.321,3.25
2024-01-13 11:00:00,9.816,2.96,0.8,0.197,2.42
2024-01-13 12:00:00,23.602,2.23,0.247,0.452,2.32
2024-01-13 13:00:00,16.537,1.55,0.473,0.341,3.8
2024-01-13 14:00:00,21.117,2.43,0.195,0.423,1.73
2024-01-13 15:00:00,13.552,1.58,0.401,0.287,3.61
2024-01-13 16:00:00,8.505,0.49,0.514,0.185,3.89
2024-01-13 17:00:00,5.163,0.45,0.428,0.113,2.47
2024-01-13 18:00:00,0.0,-2.04,0.445,0.0,3.32
2024-01-13 19:00:00,0.0,-3.19,0.217,0.0,3.31
2024-01-13 20:00:00,1.043,-2.98,0.175,0.0,1.82
2024-01-13 21:00:00,0.0,-3.36,0.184,0.0,2.39
2024-01-13 22:00:00,0.471,-5.21,0.773,0.0,5.24
2024-01-13 23:00:00,0.655,-3.3,0.278,0.0,2.15
2024-01-14 00:00:00,0.0,-0.98,0.23,0.0,3.06
2024-01-14 01:00:00,0.0,-0.87,0.585,0.0,2.89
2024-01-14 02:00:00,0.459,-0.58,0.273,0.0,2.69
2024-01-14 03:00:00,0.0,-0.33,0.283,0.0,3.21
2024-01-14 04:00:00,0.42,2.03,0.317,0.0,1.03
2024-01-14 05:00:00,1.006,-0.21,0.416,0.0,2.82
2024-01-14 06:00:00,0.0,0.63,0.565,0.0,4.04
2024-01-14 07:00:00,7.022,3.76,0.213,0.145,2.82
2024-01-14 08:00:00,6.191,2.92,0.753,0.126,3.84
2024-01-14 09:00:00,12.779,2.38,0.485,0.262,2.57
2024-01-14 10:00:00,19.361,3.95,0.278,0.395,3.34
2024-01-14 11:00:00,11.762,2.66,0.707,0.241,3.86
2024-01-14 12:00:00,14.012,1.88,0.636,0.28,4.34
2024-01-14 13:00:00,14.917,1.37,0.582,0.296,4.05
2024-01-14 14:00:00,7.704,2.17,0.899,0.143,4.34
2024-01-14 15:00:00,10.412,1.31,0.641,0.209,4.78
2024-01-14 16:00:00,10.631,2.11,0.465,0.199,2.92
2024-01-14 17:00:00,4.068,-0.84,0.616,0.088,4.8
2024-01-14 18:00:00,0.0,-1.58,0.668,0.0,5.06
2024-01-14 19:00:00,0.0,-0.1,0.072,0.0,3.06
2024-01-14 20:00:00,0.277,-1.13,0.077,0.0,2.09
2024-01-14 21:00:00,0.516,-2.43,0.167,0.0,4.54
2024-01-14 22:00:00,0.876,-4.58,0.581,0.0,3.87
2024-01-14 23:00:00,0.174,-3.58,0.291,0.0,3.07
2024-01-15 00:00:00,0.452,-3.53,0.112,0.0,2.32
2024-01-15 01:00:00,0.821,-1.75,0.263,0.0,1.88
2024-01-15 02:00:00,0.0,-1.78,0.432,0.0,4.33
2024-01-15 03:00:00,0.0,1.48,0.55,0.0,3.19
2024-01-15 04:00:00,1.663,-1.55,0.234,0.0,3.44
2024-01-15 05:00:00,0.514,-0.29,0.478,0.0,4.36
2024-01-15 06:00:00,0.306,2.13,0.47,0.0,3.89
2024-01-15 07:00:00,3.81,3.08,0.786,0.065,3.81
2024-01-15 08:00:00,9.803,-0.17,0.424,0.212,3.0
2024-01-15 09:00:00,4.665,1.15,0.958,0.101,2.73
2024-01-15 10:00:00,18.055,3.02,0.341,0.373,2.93
2024-01-15 11:00:00,21.543,4.86,0.302,0.426,3.55
2024-01-15 12:00:00,15.791,5.19,0.557,0.32,3.48
2024-01-15 13:00:00,12.533,1.96,0.695,0.25,3.61
2024-01-15 14:00:00,22.1,1.63,0.165,0.446,2.26
2024-01-15 15:00:00,16.901,0.1,0.218,0.358,3.63
2024-01-15 16:00:00,11.121,1.09,0.425,0.212,3.23
2024-01-15 17:00:00,3.874,1.39,0.552,0.099,5.14
2024-01-15 18:00:00,0.0,0.34,0.145,0.0,1.98
2024-01-15 19:00:00,0.0,-1.82,0.421,0.0,3.44
2024-01-15 20:00:00,0.0,-3.27,0.745,0.0,3.89
2024-01-15 21:00:00,0.121,-2.56,0.437,0.0,4.97
2024-01-15 22:00:00,0.741,-1.01,0.481,0.0,3.59
2024-01-15 23:00:00,0.0,-3.05,0.904,0.0,6.41
2024-01-16 00:00:00,0.0,-4.4,0.52,0.0,3.22
2024-01-16 01:00:00,0.0,-2.18,0.576,0.0,4.95
2024-01-16 02:00:00,0.0,-1.46,0.713,0.0,4.23
2024-01-16 03:00:00,0.043,-2.59,0.538,0.0,4.28
2024-01-16 04:00:00,0.46,0.66,0.351,0.0,2.08
2024-01-16 05:00:00,0.0,1.76,0.568,0.0,3.98
2024-01-16 06:00:00,0.33,4.11,0.461,0.0,2.53
2024-01-16 07:00:00,5.523,0.9,0.395,0.122,3.39
2024-01-16 08:00:00,7.741,3.85,0.598,0.169,2.58
2024-01-16 09:00:00,20.938,4.43,0.058,0.418,2.1
2024-01-16 10:00:00,17.297,4.0,0.436,0.338,4.18
2024-01-16 11:00:00,18.046,2.07,0.453,0.362,3.8
2024-01-16 12:00:00,18.738,1.7,0.42,0.388,2.27
2024-01-16 13:00:00,20.688,2.61,0.337,0.415,1.49
2024-01-16 14:00:00,18.643,1.99,0.332,0.382,3.39
2024-01-16 15:00:00,18.202,0.48,0.233,0.357,3.96
2024-01-16 16:00:00,10.647,1.93,0.48,0.2,2.67
2024-01-16 17:00:00,7.146,-0.88,0.335,0.131,4.68
2024-01-16 18:00:00,0.0,-3.4,0.059,0.0,2.17
2024-01-16 19:00:00,0.674,-2.01,0.628,0.0,2.32
2024-01-16 20:00:00,0.0,-1.64,0.592,0.0,2.53
2024-01-16 21:00:00,1.07,-2.11,0.448,0.0,3.96
2024-01-16 22:00:00,0.0,-2.22,0.291,0.0,2.98
2024-01-16 23:00:00,0.0,-0.73,0.512,0.0,4.72
2024-01-17 00:00:00,0.819,-3.51,0.4,0.0,2.24
2024-01-17 01:00:00,0.0,-2.2,0.198,0.0,2.69
2024-01-17 02:00:00,0.07,0.78,0.298,0.0,2.9
2024-01-17 03:00:00,0.0,-2.71,0.192,0.0,2.46
2024-01-17 04:00:00,1.418,0.36,0.339,0.0,2.71
2024-01-17 05:00:00,1.093,2.68,0.248,0.0,2.46
2024-01-17 06:00:00,0.928,3.38,0.696,0.0,4.23
2024-01-17 07:00:00,6.589,3.34,0.346,0.131,3.28
2024-01-17 08:00:00,15.735,3.85,0.098,0.303,2.49
2024-01-17 09:00:00,13.799,2.07,0.47,0.277,4.38
2024-01-17 10:00:00,15.739,5.07,0.534,0.301,2.64
2024-01-17 11:00:00,14.314,1.88,0.617,0.291,2.4
2024-01-17 12:00:00,25.628,1.65,0.207,0.494,3.43
2024-01-17 13:00:00,18.578,3.01,0.43,0.377,2.54
2024-01-17 14:00:00,23.702,1.33,0.113,0.478,2.04
2024-01-17 15:00:00,20.643,1.45,0.071,0.418,1.72
2024-01-17 16:00:00,10.227,0.94,0.481,0.202,2.93
2024-01-17 17:00:00,6.436,1.78,0.327,0.133,1.82
2024-01-17 18:00:00,0.292,-0.55,0.78,0.0,3.89
2024-01-17 19:00:00,0.0,-2.44,0.24,0.0,3.24
2024-01-17 20:00:00,0.474,-1.36,0.426,0.0,3.27
2024-01-17 21:00:00,0.911,-3.47,0.491,0.0,3.88
2024-01-17 22:00:00,0.047,-1.48,0.234,0.0,2.31
2024-01-17 23:00:00,1.331,-2.4,0.432,0.0,4.02
2024-01-18 00:00:00,0.677,-1.64,0.784,0.0,3.94
2024-01-18 01:00:00,1.283,-3.78,1.0,0.0,3.31
2024-01-18 02:00:00,0.0,-3.72,0.889,0.0,4.92
2024-01-18 03:00:00,0.0,-2.1,0.731,0.0,4.81
2024-01-18 04:00:00,0.0,2.57,0.792,0.0,3.93
2024-01-18 05:00:00,0.0,-0.13,0.744,0.0,5.19
2024-01-18 06:00:00,0.0,2.85,0.731,0.0,3.51
2024-01-18 07:00:00,1.353,1.83,0.885,0.053,5.19
