iteration,val_rmse
291,3.8571840396126924
292,3.856472183871168
293,3.8572676855332753
294,3.8566465817991005
295,3.8562634743514956
296,3.8568523063548756
297,3.8568412917983474
298,3.857545766256404
299,3.8569620481245566
300,3.856608600909353
301,3.8579078970020007
302,3.8586413057362092
303,3.8588048168001094
304,3.8595963484955473
305,3.8592287596023347
306,3.8597804776339713
307,3.860481788102619
308,3.85958665457855
309,3.8600092786883473
310,3.860576461905214
311,3.861341616990927
312,3.8618357749544683
313,3.8621658422423377
314,3.8625435969905806
315,3.8617570435387734
316,3.861881129521712
317,3.8618922614949325
318,3.863008187351415
319,3.8634024240075964
320,3.8631053132947457
321,3.8632379741157314
322,3.863997850734839
323,3.8645741872052217
324,3.86523440925888
325,3.865396089356668
326,3.8660514347812684
327,3.866272849255759
328,3.8669379818489897
329,3.866154264760274
330,3.8676945857862477
331,3.86730755263586
332,3.8663935590222356
333,3.865551344296919
334,3.865869453838494
335,3.866059616668495
336,3.8665110803647553
337,3.8668281978951944
338,3.8674840653711855
339,3.8669625315971463
340,3.867200170775872
341,3.8676918331929087
342,3.868161574982126
343,3.8676446530525994
344,3.8683925972175337
345,3.8686991794583303
346,3.869051092669744
347,3.868541001412681
348,3.869664209294603
349,3.870131918676707
350,3.8707144940951252
351,3.8711553110106642
352,3.8716952053986025
353,3.87140591503743
354,3.870921493575552
355,3.8703801580404757
356,3.8711105037908253
357,3.8717865907123414
358,3.8720598091811214
359,3.8724903484831943
360,3.873569271786685
361,3.8742442292618398
362,3.8741122074619962
363,3.874544832346727
364,3.8745536719536595
365,3.8743962920287713
366,3.874470522215371
367,3.875069020772214
368,3.8758766202656743
369,3.8764222501430368
370,3.8762479227330298
371,3.876533987717877
372,3.8770633216857235
373,3.8770236677198815
374,3.8772299081150057
375,3.8774408749649747
376,3.878472912512421
377,3.878300856115804
378,3.878742713302158
379,3.87946012962013
380,3.879134311236367
381,3.879294967615051
382,3.8790904070065775
383,3.87968595501676
384,3.879577338934083
385,3.8790849601383366
386,3.8790496769481213
387,3.8783536462823918
388,3.8789213837544385
389,3.8798431074188957
390,3.879977273168976
391,3.880124812516653
392,3.8800292635237446
393,3.8798405080900427
394,3.8792768755911524
395,3.8799217382264635
396,3.8809585940298374
397,3.8816317794046715
398,3.8813079716794214
399,3.8814246654187503
400,3.881969912271874
