step,type,amount,nameOrig,nameDest,isFraud
4,PAYMENT,34.153306003535455,C00149,C00139,0
4,CASH_OUT,621.072481815323,C00157,C00117,0
4,CASH_OUT,12190.774245356646,C00055,C00109,1
5,CASH_OUT,676.8458054196532,C00081,C00039,0
5,PAYMENT,216.15701893308744,C00064,C00057,0
5,PAYMENT,65.59873076499123,C00173,C00046,0
5,TRANSFER,238.39356502581597,C00011,C00110,0
5,PAYMENT,207.91338276685477,C00053,C00064,0
5,PAYMENT,2624.5559267554113,C00179,C00038,0
5,PAYMENT,1207.8432025556729,C00128,C00030,0
5,TRANSFER,6142.442056550989,C00193,C00052,1
5,PAYMENT,378.76157745485847,C00146,C00087,0
5,TRANSFER,100.04507634762628,C00153,C00194,0
5,TRANSFER,1189.0918723803852,C00039,C00045,0
5,CASH_OUT,5937.6339940317175,C00149,C00101,0
5,TRANSFER,26.45704601298821,C00006,C00064,0
5,PAYMENT,231.17633137796776,C00041,C00020,0
5,PAYMENT,116.43213779908335,C00050,C00044,0
5,PAYMENT,1516.5640903449205,C00054,C00149,0
5,TRANSFER,524.4630056150517,C00185,C00043,0
5,PAYMENT,814.1460712415413,C00109,C00143,0
5,PAYMENT,395.51671834467544,C00198,C00180,0
5,TRANSFER,167.85088691076385,C00162,C00180,0
5,TRANSFER,5209.5934903766565,C00027,C00155,1
5,TRANSFER,115.16213117275981,C00192,C00119,0
5,TRANSFER,27105.160595888316,C00150,C00112,1
5,TRANSFER,86.15180558885483,C00059,C00068,0
5,PAYMENT,391.0035418807947,C00002,C00150,0
5,PAYMENT,44.42812480138262,C00186,C00015,0
5,PAYMENT,80.68360752952212,C00023,C00089,0
5,TRANSFER,53.39329370342578,C00004,C00146,0
5,CASH_OUT,1138.259201460822,C00011,C00168,0
5,PAYMENT,278.9681181229067,C00080,C00013,0
5,TRANSFER,946.7871914637234,C00028,C00066,0
5,TRANSFER,350.53932688954916,C00033,C00147,0
5,PAYMENT,567.5714787993461,C00077,C00004,0
5,TRANSFER,530.2573631955962,C00027,C00070,0
5,TRANSFER,447.42424681861974,C00121,C00159,0
5,PAYMENT,1207.7203897836011,C00162,C00082,0
5,TRANSFER,1692.2130846010718,C00010,C00001,0
5,CASH_OUT,1307.9349009325624,C00132,C00115,0
5,CASH_OUT,17559.247230383222,C00133,C00002,1
5,CASH_OUT,4053.2626660841306,C00156,C00060,1
5,TRANSFER,787.564329387432,C00022,C00116,0
5,TRANSFER,163.19530148754822,C00140,C00143,0
5,PAYMENT,387.05315443075784,C00132,C00162,0
5,TRANSFER,911.3640900308319,C00163,C00178,0
5,CASH_OUT,279.59779969113634,C00081,C00094,0
5,PAYMENT,450.3078997180374,C00040,C00193,0
5,CASH_OUT,145.4859142283108,C00032,C00107,0
5,PAYMENT,597.3721988173372,C00017,C00038,0
5,PAYMENT,617.6588304434849,C00130,C00095,0
5,PAYMENT,255.4371064227792,C00169,C00192,0
6,TRANSFER,38545.84595444416,C00194,C00036,1
6,PAYMENT,395.64032488247256,C00149,C00195,0
6,TRANSFER,9567.383499002397,C00027,C00155,1
6,PAYMENT,519.2008889003724,C00142,C00146,0
6,PAYMENT,275.70245315235223,C00040,C00170,0
6,PAYMENT,3186.2498540585175,C00186,C00170,0
6,TRANSFER,1300.2445647048432,C00011,C00092,0
6,TRANSFER,21.250735094939945,C00047,C00041,0
6,TRANSFER,12525.445051256238,C00155,C00036,1
6,TRANSFER,8.637006620335217,C00092,C00161,0
6,PAYMENT,91.38795430031286,C00147,C00167,0
6,PAYMENT,328.3191593173031,C00106,C00129,0
6,TRANSFER,170.68858737057144,C00022,C00159,0
6,TRANSFER,166.10903641442258,C00030,C00086,0
6,TRANSFER,3101.183917820593,C00009,C00142,0
6,TRANSFER,759.2261158265254,C00143,C00188,0
6,PAYMENT,170.16949923290346,C00125,C00051,0
6,PAYMENT,583.9331476938238,C00102,C00091,0
6,TRANSFER,211.82310276358407,C00072,C00104,0
6,PAYMENT,230.40501567141436,C00114,C00095,0
6,PAYMENT,915.9804067913269,C00200,C00104,0
6,CASH_OUT,262.8018652192749,C00128,C00102,0
6,TRANSFER,133.63675511169149,C00172,C00111,0
6,TRANSFER,27.167173420947016,C00121,C00017,0
6,TRANSFER,55.440617812701184,C00005,C00185,0
6,TRANSFER,165.1393797797719,C00153,C00114,0
6,CASH_OUT,15.220386316953563,C00022,C00175,0
6,PAYMENT,125.36836529207076,C00171,C00037,0
6,PAYMENT,15.931715773610268,C00165,C00071,0
6,TRANSFER,327.5322964135795,C00002,C00054,0
6,TRANSFER,22873.77280582373,C00170,C00009,1
6,TRANSFER,45.69066015028645,C00078,C00112,0
6,PAYMENT,570.3317281611926,C00176,C00107,0
6,PAYMENT,1721.6518161096642,C00161,C00144,0
6,PAYMENT,999.4121555124317,C00198,C00135,0
6,CASH_OUT,42.27333724505421,C00067,C00104,0
6,TRANSFER,757.4352220264781,C00073,C00163,0
6,TRANSFER,4678.229029604538,C00165,C00166,0
6,CASH_OUT,76.14701858525456,C00157,C00135,0
6,PAYMENT,149.75721527745964,C00024,C00078,0
6,TRANSFER,510.37449890920226,C00105,C00087,0
6,TRANSFER,402.9517112453464,C00028,C00160,0
6,PAYMENT,355.2788472477587,C00112,C00170,0
6,CASH_OUT,67.78925563834079,C00040,C00051,0
6,CASH_OUT,342.9626337591296,C00191,C00026,0
6,CASH_OUT,2851.9985050769124,C00055,C00156,1
6,TRANSFER,13.787750506578192,C00103,C00039,0
6,TRANSFER,5912.757021801795,C00169,C00079,0
6,CASH_OUT,955.1984398633043,C00043,C00049,0
6,CASH_OUT,765.1352551445254,C00197,C00005,0
7,TRANSFER,162.4218685924494,C00137,C00160,0
7,TRANSFER,16068.134921168588,C00098,C00155,1
7,TRANSFER,2002.5844664761694,C00009,C00053,1
7,CASH_OUT,12898.720926454753,C00173,C00002,1
7,PAYMENT,365.09994413843066,C00109,C00104,0
7,PAYMENT,421.6585341414841,C00166,C00134,0
7,PAYMENT,87.84230715637412,C00050,C00026,0
7,CASH_OUT,17776.958414132103,C00001,C00085,0
7,TRANSFER,32.93875054897102,C00127,C00141,0
7,TRANSFER,39394.79087240822,C00109,C00156,1
7,PAYMENT,395.34756170569784,C00167,C00082,0
7,TRANSFER,117.15574838134562,C00029,C00124,0
7,PAYMENT,575.9545424938424,C00165,C00121,0
7,TRANSFER,40.69782726515965,C00175,C00016,0
7,TRANSFER,2168.4896988720548,C00172,C00094,0
7,PAYMENT,126.16440160706216,C00122,C00191,0
7,TRANSFER,332.91772998388217,C00173,C00098,0
7,CASH_OUT,5638.127665686497,C00005,C00078,0
7,TRANSFER,267.2681789090444,C00086,C00013,0
7,TRANSFER,128.3915254772019,C00132,C00117,0
7,TRANSFER,1030.4996056564762,C00133,C00112,1
7,TRANSFER,1405.9201305232448,C00122,C00055,0
7,PAYMENT,508.9626205807316,C00078,C00180,0
7,PAYMENT,2548.0992852196887,C00199,C00032,0
7,TRANSFER,152.01475490075973,C00014,C00033,0
7,TRANSFER,372.12800871165666,C00066,C00149,0
7,TRANSFER,102.5067888728045,C00018,C00020,0
7,PAYMENT,1461.2168402147954,C00181,C00104,0
7,CASH_OUT,784.179300051158,C00036,C00068,0
7,TRANSFER,517.2439274585265,C00014,C00186,0
7,CASH_OUT,416.8642382713155,C00059,C00174,0
7,CASH_OUT,21781.65135895541,C00193,C00052,1
7,PAYMENT,104.72394609781183,C00166,C00022,0
7,TRANSFER,250.36168730998548,C00058,C00188,0
7,PAYMENT,1325.3830592129082,C00199,C00121,0
7,PAYMENT,565.0368168331561,C00144,C00107,0
7,PAYMENT,1713.552453213865,C00109,C00015,0
7,TRANSFER,400.3518475100105,C00156,C00108,0
7,TRANSFER,221.56288706545845,C00090,C00110,0
7,PAYMENT,653.1733728941066,C00189,C00050,0
7,CASH_OUT,14102.982741632017,C00055,C00156,1
7,TRANSFER,1549.7974288419823,C00098,C00036,1
7,PAYMENT,1494.5565160385013,C00109,C00108,0
7,PAYMENT,113.3847476060475,C00094,C00197,0
7,TRANSFER,517.4761811189252,C00134,C00119,0
7,PAYMENT,119.47921139599693,C00036,C00027,0
7,TRANSFER,1019.3035911567265,C00046,C00060,0
7,CASH_OUT,97.3849984907395,C00193,C00134,0
7,TRANSFER,963.4157700737325,C00161,C00015,0
7,TRANSFER,2991.1776836928852,C00188,C00047,0
8,TRANSFER,1511.0627512370927,C00100,C00102,0
8,TRANSFER,212.97223437295534,C00174,C00172,0
8,CASH_OUT,14961.606078753122,C00084,C00026,1
8,TRANSFER,676.5429778263364,C00084,C00160,0
8,PAYMENT,9530.557002879954,C00108,C00180,0
8,CASH_OUT,679.7546586403188,C00132,C00094,0
8,CASH_OUT,156.9264738555048,C00018,C00033,0
8,TRANSFER,197.96079847389538,C00011,C00067,0
8,PAYMENT,5754.020620250007,C00119,C00120,0
8,TRANSFER,28.649838686228996,C00189,C00193,0
8,TRANSFER,4330.683309479409,C00143,C00119,0
8,TRANSFER,12322.000889582256,C00109,C00055,1
8,PAYMENT,29.161793748091327,C00166,C00005,0
8,PAYMENT,6298.848093636957,C00007,C00098,0
8,TRANSFER,242.93313106017433,C00142,C00162,0
8,CASH_OUT,135.19096395794367,C00175,C00097,0
8,TRANSFER,136.5328601397645,C00197,C00091,0
8,PAYMENT,837.2773163141678,C00050,C00001,0
8,TRANSFER,37.667693045979064,C00028,C00010,0
8,TRANSFER,1034.9018715935556,C00132,C00178,0
8,TRANSFER,1350.5495101645201,C00064,C00181,0
8,TRANSFER,2363.8457661612547,C00157,C00091,0
8,PAYMENT,1027.2688818858962,C00096,C00008,0
8,CASH_OUT,223.57483601849046,C00097,C00159,0
8,TRANSFER,4.285977023023061,C00136,C00117,0
8,PAYMENT,28.62491084873278,C00151,C00062,0
8,TRANSFER,31.291965551124974,C00042,C00157,0
8,TRANSFER,4265.555275634096,C00050,C00022,0
8,PAYMENT,365.8362822529585,C00169,C00096,0
8,PAYMENT,683.1352806360209,C00045,C00049,0
8,PAYMENT,300.8113161951002,C00157,C00141,0
8,TRANSFER,137.5758671445568,C00067,C00033,0
8,PAYMENT,118.3913792522606,C00135,C00007,0
8,CASH_OUT,556.7869585108681,C00168,C00117,0
8,TRANSFER,8449.36697910186,C00193,C00084,1
8,CASH_OUT,822.9761855653405,C00040,C00133,0
8,CASH_OUT,1261.7632227393144,C00073,C00111,0
8,TRANSFER,23878.15330004308,C00173,C00150,1
8,TRANSFER,57.74575049578391,C00173,C00124,0
8,CASH_OUT,1225.0539584148748,C00050,C00007,0
8,PAYMENT,138.54285770610417,C00013,C00178,0
8,CASH_OUT,489.04170111733043,C00056,C00127,0
8,TRANSFER,61.52962016447497,C00035,C00192,0
8,CASH_OUT,760.480473099526,C00143,C00096,0
8,TRANSFER,51.72861987042321,C00181,C00021,0
8,PAYMENT,10235.617324586432,C00071,C00015,0
8,TRANSFER,119.40284927324005,C00181,C00154,0
8,PAYMENT,445.3949680117916,C00116,C00176,0
8,PAYMENT,202.9317927623033,C00181,C00024,0
8,PAYMENT,458.36660662867837,C00009,C00070,0
9,TRANSFER,12615.120575696457,C00002,C00112,1
9,TRANSFER,273.8762323368852,C00130,C00029,0
9,TRANSFER,14738.545322887594,C00009,C00170,1
9,TRANSFER,612.948933417034,C00124,C00130,0
9,CASH_OUT,188.75309997980074,C00117,C00167,0
9,PAYMENT,1943.5610139956827,C00074,C00110,0
9,TRANSFER,18919.941471830367,C00053,C00108,1
9,TRANSFER,1538.793474300002,C00150,C00173,1
9,PAYMENT,285.5503049423081,C00085,C00073,0
9,TRANSFER,256.2193164588917,C00185,C00009,0
9,TRANSFER,2508.434673277135,C00173,C00150,1
9,PAYMENT,182.9494024539531,C00179,C00163,0
9,TRANSFER,5183.007723507952,C00084,C00193,1
9,PAYMENT,83.11137050182379,C00078,C00084,0
9,PAYMENT,882.5402239435991,C00056,C00105,0
9,TRANSFER,412.8171415695929,C00199,C00121,0
9,PAYMENT,1618.123893832845,C00080,C00177,0
9,PAYMENT,18.688255712023793,C00015,C00153,0
9,PAYMENT,1116.2377653291944,C00100,C00022,0
9,TRANSFER,2239.9533913517002,C00053,C00009,1
9,PAYMENT,109.04004666202297,C00061,C00009,0
9,TRANSFER,1378.7593245207424,C00073,C00035,0
9,PAYMENT,54.57915922430851,C00100,C00190,0
9,PAYMENT,912.6504488967515,C00104,C00005,0
9,TRANSFER,408.7129215642796,C00077,C00106,0
9,PAYMENT,1148.5460798041204,C00039,C00172,0
9,CASH_OUT,65134.79442243433,C00193,C00084,1
9,TRANSFER,11941.004416008627,C00036,C00027,1
9,TRANSFER,121.14408871773927,C00176,C00187,0
9,TRANSFER,715.0129164010187,C00058,C00113,0
9,PAYMENT,121.86834190716037,C00026,C00101,0
9,PAYMENT,1050.5619945749845,C00064,C00094,0
9,TRANSFER,55.86170488803302,C00040,C00046,0
9,PAYMENT,1101.6890417768361,C00176,C00122,0
9,TRANSFER,3402.8722437015745,C00173,C00112,1
9,CASH_OUT,102.65534704010487,C00073,C00006,0
9,CASH_OUT,6839.69567569184,C00194,C00098,1
9,PAYMENT,1042.9099477133764,C00175,C00152,0
9,PAYMENT,4537.623204956912,C00114,C00118,0
9,TRANSFER,5315.558634307238,C00146,C00089,0
9,TRANSFER,1335.4663052059882,C00092,C00108,0
9,PAYMENT,1740.533653091567,C00175,C00082,0
9,PAYMENT,58.19990615342036,C00126,C00123,0
9,PAYMENT,4740.676764868498,C00089,C00079,0
9,CASH_OUT,7013.200446573318,C00156,C00008,0
9,TRANSFER,533.5397512651017,C00191,C00110,0
9,TRANSFER,124.45329932022376,C00055,C00119,0
9,TRANSFER,6566.667971124081,C00166,C00106,0
9,TRANSFER,458.7046897021902,C00022,C00127,0
9,TRANSFER,164.88974212720694,C00051,C00067,0
10,TRANSFER,3432.555217235447,C00173,C00150,1
10,TRANSFER,462.7819169671277,C00163,C00106,0
10,TRANSFER,77.00510018302366,C00155,C00039,0
10,CASH_OUT,8519.073545692232,C00009,C00021,1
10,TRANSFER,3539.2940977647,C00055,C00114,0
10,CASH_OUT,2215.9860794568276,C00121,C00010,0
10,TRANSFER,41730.08776377596,C00084,C00193,1
10,PAYMENT,111.99457453669686,C00129,C00049,0
10,CASH_OUT,877.4632244002462,C00180,C00044,0
10,TRANSFER,497.9946262804305,C00147,C00003,0
